,24-Nov-2020
The Nifty witnessed an intraday movement of about 101.1 points.The closing index was 1 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 66399.52
, Traded Quantity (in Lakhs), 28632.94
, Number of Trades, 18512741
, Total Market Capitalisation (Rs. Crores), 17267120.08

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12926.45,     13002.60,     13079.10,     12978.00,     13055.15,128.7
,NIFTY50 EQL Wgt,     13409.30,     13477.75,     13537.70,     13461.10,     13522.75,113.45
,NIFTY100 EQL Wgt,     14308.35,     14374.15,     14432.85,     14358.65,     14403.10,94.75
,NIFTY100 LowVol30,     10146.65,     10182.35,     10242.10,     10170.80,     10215.10,68.45
,NIFTY Alpha 50,     18875.05,     19042.10,     19087.50,     18949.55,     19019.50,144.45
,NIFTY MIDCAP 150,      7279.50,      7322.55,      7347.95,      7316.40,      7340.00,60.5
,NIFTY SMLCAP 50,      3111.50,      3141.85,      3150.40,      3131.65,      3146.65,35.15
,NIFTY SMLCAP 250,      5427.40,      5471.70,      5482.05,      5455.50,      5475.85,48.45
,NIFTY MIDSML 400,      6615.35,      6658.95,      6678.35,      6650.05,      6671.55,56.2
,NIFTY200 QUALTY30,     11131.40,     11174.20,     11240.10,     11165.20,     11211.15,79.75
,Nifty FinSrv25 50,     13553.90,     13658.70,     13772.85,     13629.20,     13739.90,186
,NIFTY AlphaLowVol,     12782.75,     12838.05,     12859.10,     12772.10,     12833.70,50.95
,Nifty200Momentm30,     12596.75,     12653.70,     12674.40,     12578.35,     12649.60,52.85
,Nifty100ESGSecLdr,      2243.50,      2255.30,      2265.05,      2250.95,      2260.00,16.5
,Nifty IT,     22007.05,     22099.60,     22281.85,     22016.95,     22064.30,57.25
,Nifty Next 50,     30220.30,     30351.95,     30476.75,     30284.20,     30377.15,156.85
,Nifty Bank,     29024.20,     29265.60,     29827.80,     29206.75,     29737.25,713.05
,NIFTY MIDCAP 100,     19211.40,     19326.40,     19389.40,     19292.40,     19352.25,140.85
,Nifty 500,     10635.95,     10698.30,     10749.35,     10686.50,     10733.60,97.65
,Nifty 100,     13036.65,     13110.80,     13179.10,     13090.10,     13158.30,121.65
,Nifty Midcap 50,      5365.55,      5399.00,      5417.70,      5381.55,      5410.55,45
,Nifty Realty,       253.75,       255.45,       260.90,       254.60,       258.30,4.55
,Nifty Infra,      3436.50,      3452.40,      3466.65,      3439.70,      3446.00,9.5
,Nifty Energy,     16405.55,     16528.35,     16584.05,     16342.50,     16460.55,55
,Nifty FMCG,     31568.10,     31600.40,     31878.10,     31576.95,     31832.20,264.1
,Nifty MNC,     14789.15,     14836.95,     14918.05,     14825.60,     14901.55,112.4
,Nifty Pharma,     11737.20,     11808.90,     11912.35,     11680.00,     11880.80,143.6
,Nifty PSE,      2580.95,      2593.85,      2607.10,      2573.15,      2581.95,1
,Nifty PSU Bank,      1466.85,      1478.60,      1487.55,      1463.75,      1483.10,16.25
,Nifty Serv Sector,     18101.30,     18221.90,     18331.75,     18178.25,     18289.40,188.1
,India VIX,20.7975,20.7975,22.0000,20.0250,21.0575,0.2600
,Nifty Auto,      8738.60,      8776.65,      8942.15,      8767.65,      8887.95,149.35
,Nifty Metal,      2808.60,      2827.50,      2846.75,      2803.25,      2839.15,30.55
,Nifty Media,      1477.30,      1484.95,      1490.90,      1475.45,      1478.00,.7
,NIFTY SMLCAP 100,      6309.65,      6369.60,      6386.05,      6352.25,      6380.00,70.35
,Nifty 200,      6688.00,      6726.25,      6759.20,      6717.80,      6748.90,60.9
,Nifty Div Opps 50,      2630.40,      2640.45,      2654.00,      2637.50,      2647.05,16.65
,Nifty Commodities,      3594.75,      3616.40,      3624.85,      3593.20,      3607.50,12.75
,Nifty Consumption,      5387.45,      5400.35,      5442.00,      5397.70,      5422.95,35.5
,Nifty Fin Service,     14059.10,     14170.95,     14312.60,     14139.05,     14275.25,216.15
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3112.85,      3133.80,      3167.15,      3130.60,      3160.80,47.95
,Nifty CPSE,      1483.85,      1489.65,      1502.35,      1482.20,      1487.25,3.4
,Nifty GrowSect 15,      6471.75,      6509.00,      6573.30,      6492.80,      6557.90,86.15
,Nifty50 PR 2x Lev,      5216.75,      5277.80,      5339.00,      5259.90,      5320.20,103.45
,Nifty50 PR 1x Inv,       339.70,       337.75,       338.30,       335.75,       336.35,-3.35
,Nifty50 TR 2x Lev,      6927.70,      7008.75,      7090.05,      6985.00,      7065.05,137.35
,Nifty50 TR 1x Inv,       294.95,       293.25,       293.75,       291.50,       292.05,-2.9
,Nifty50 Value 20,      6232.05,      6256.95,      6289.80,      6246.25,      6272.50,40.45
,Nifty Mid Liq 15,      4714.55,      4741.15,      4768.40,      4736.30,      4758.45,43.9
,Nifty Pvt Bank,     16166.85,     16298.45,     16592.35,     16263.00,     16542.95,376.1
,NIFTY100 Qualty30,      3023.10,      3033.85,      3054.95,      3031.85,      3049.00,25.9
,Nifty GS 8 13Yr,      2241.68,      2242.05,      2244.42,      2240.79,      2244.37,2.69
,Nifty GS 10Yr,      2021.98,      2022.30,      2025.04,      2020.03,      2024.74,2.76
,Nifty GS 10Yr Cln,       968.53,       968.53,       969.86,       967.42,       969.72,1.19
,Nifty GS 4 8Yr,      2388.67,      2389.05,      2391.62,      2388.05,      2391.61,2.94
,Nifty GS 11 15Yr,      2422.24,      2422.67,      2427.84,      2422.45,      2427.84,5.6
,Nifty GS 15YrPlus,      2636.51,      2636.99,      2639.27,      2636.99,      2639.27,2.76
,Nifty GS Compsite,      2287.43,      2287.81,      2290.30,      2286.97,      2290.29,2.86

,ADVANCES,1097
,DECLINES,806
,UNCHANGED,117

,Total securities that have hit their price bands today,364

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,HDFCBANK,EQ,      1394.60,      1438.20,3.13,2871.05
,UNIVPHOTO,EQ,       180.05,                    37810.50,210
,URAVI,SM,       120.90,                  1596000.00,13200
,URJA,EQ,         3.05,                  4412655.10,1437836
,USHAMART,EQ,        26.65,                 11823328.25,439609
,UTIAMC,EQ,       546.20,                882063780.05,1626681
,UTIBANKETF,EQ,       296.05,                   173249.05,585
,UTIFEFRGR5,MF,        10.40,                    10400.00,1000
,UTINEXT50,EQ,       312.00,                   487788.11,1554
,UTINIFTETF,EQ,      1387.90,                  1101591.57,794
,UTISENSETF,EQ,       475.20,                    78532.00,166
,UTISXN50,EQ,       324.14,                    26563.54,80
,UTTAMSTL,EQ,         6.50,                   624136.65,95625
,UTTAMSUGAR,EQ,        86.85,                  7734841.20,86833
,V2RETAIL,EQ,        73.20,                  1344537.60,18368
,VADILALIND,EQ,       766.30,                  7358609.85,9609
,VAIBHAVGBL,EQ,      2140.30,                 60918184.55,28439
,VAISHALI,EQ,        33.00,                   663627.75,19928
,VAKRANGEE,EQ,        30.65,                114796775.60,3775608
,VALIANTORG,EQ,      3163.25,                 73504972.55,23364
,VARDHACRLC,EQ,        30.25,                   936477.90,30856
,VARDMNPOLY,EQ,         8.10,                    31785.50,3969
,VARROC,EQ,       356.35,                 80242562.20,224957
,VASCONEQ,EQ,        13.40,                 46027046.40,3606875
,VASWANI,EQ,         4.25,                    15958.75,3759
,VBL,EQ,       768.00,                106139951.05,139190
,VEDL,EQ,       115.80,               3422859787.10,29770286
,VENKEYS,EQ,      1612.40,                 87190919.70,53624
,VENUSREM,EQ,       139.75,                  4360479.50,31202
,VERTOZ,EQ,       185.75,                 24633589.55,131762
,VESUVIUS,EQ,       966.95,                  1231803.05,1270
,VETO,EQ,        71.40,                 32676063.70,452126
,VGUARD,EQ,       178.95,                118089421.85,658898
,VHL,EQ,      1300.95,                   302861.30,234
,VICEROY,BE,         2.45,                   133040.90,52766
,VIDEOIND,BZ,         5.25,                  2727488.15,519688
,VIDHIING,EQ,       126.05,                  7664897.25,60356
,VIJIFIN,EQ,          .50,                   283964.45,571245
,VIKASECO,EQ,         5.30,                   753829.60,142232
,VIKASMCORP,EQ,         9.35,                  3293285.05,352223
,VIKASPROP,EQ,         2.50,                  2537593.15,1006939
,VIKASWSP,EQ,         4.20,                  1523138.35,357356
,VIMTALABS,EQ,       136.10,                  6391147.50,46739
,VINATIORGA,EQ,      1203.90,                 93554110.55,77515
,VINDHYATEL,EQ,       731.50,                  2863744.85,3892
,VINYLINDIA,EQ,       104.75,                  6359873.30,60338
,VIPCLOTHNG,EQ,        10.30,                   361950.35,34982
,VIPIND,EQ,       344.05,                242967836.90,708643
,VIPULLTD,EQ,        15.25,                   131463.95,8749
,VISAKAIND,EQ,       361.35,                 11475648.05,31827
,VISASTEEL,EQ,         5.25,                   114131.00,21719
,VISHAL,EQ,       119.30,                   401921.70,3369
,VISHNU,EQ,       168.60,                   579036.05,3440
,VISHWARAJ,EQ,       120.15,                   874582.60,7273
,VIVIDHA,EQ,          .35,                    65002.10,177158
,VIVIMEDLAB,EQ,        18.00,                 10469463.40,585775
,VLSFINANCE,EQ,        67.40,                  5105622.80,75017
,VMART,EQ,      2148.60,                 83495807.10,39144
,VOLTAMP,EQ,      1114.30,                 12025470.15,10746
,VOLTAS,EQ,       778.40,               1256691238.20,1624446
,VRLLOG,EQ,       174.35,                 24793397.25,142334
,VSSL,EQ,        93.90,                  3912936.80,41617
,VSTIND,EQ,      3507.15,                 18308764.30,5198
,VSTTILLERS,EQ,      1911.55,                 28909940.95,15089
,VTL,EQ,       861.85,                 17870719.90,20797
,WABAG,EQ,       198.85,                371365473.10,1869912
,WABCOINDIA,EQ,      5775.20,                 14015866.95,2417
,WALCHANNAG,EQ,        58.65,                 60122955.05,1040861
,WANBURY,BE,        35.00,                   711867.00,20362
,WATERBASE,EQ,       102.70,                 11614803.80,112261
,WEBELSOLAR,EQ,        22.35,                   444342.20,20113
,WEIZMANIND,EQ,        33.65,                   256057.70,7685
,WELCORP,EQ,       111.40,                266766782.95,2382269
,WELENT,EQ,        81.50,                  9610842.60,117908
,WELINV,EQ,       288.00,                  5122033.30,17788
,WELSPUNIND,EQ,        65.85,                 40306210.20,613536
,WENDT,EQ,      3243.80,                   784046.00,241
,WESTLIFE,EQ,       387.70,                 34795524.00,89984
,WEWIN,SM,        48.95,                    48950.00,1000
,WHEELS,EQ,       435.60,                  7281109.70,16672
,WHIRLPOOL,EQ,      2242.45,                205428524.05,93173
,WILLAMAGOR,EQ,        18.30,                   153562.55,8285
,WINDMACHIN,EQ,        14.20,                   219514.20,15385
,WIPL,BE,        50.00,                      500.00,10
,WOCKPHARMA,EQ,       417.40,                718280855.55,1706360
,WONDERLA,EQ,       178.15,                 15675284.35,88239
,WORTH,EQ,        46.00,                   382855.85,8402
,WSI,EQ,         3.05,                     9962.90,3221
,WSTCSTPAPR,EQ,       167.85,                 16685683.50,98784
,XCHANGING,EQ,        79.20,                 42463112.10,543007
,XELPMOC,EQ,       244.15,                  6020669.70,24783
,XPROINDIA,BE,        39.55,                   252833.70,6347
,YESBANK,EQ,        14.70,               2533559225.25,173079102
,ZEEL,EQ,       188.30,               2025317545.55,10723549
,ZEEL,P2,         3.90,                  1203742.20,308683
,ZEELEARN,EQ,        12.15,                 30484931.50,2489529
,ZEEMEDIA,EQ,         4.85,                  2402431.60,497184
,ZENITHEXPO,EQ,        41.70,                    26331.55,623
,ZENSARTECH,EQ,       231.80,                 82695392.10,360900
,ZENTEC,EQ,        80.60,                105411141.80,1317133
,ZICOM,EQ,         2.15,                   131870.60,62435
,ZODIAC,SM,        12.50,                   100000.00,8000
,ZODIACLOTH,EQ,        99.10,                  3321084.95,33372
,ZODJRDMKJ,EQ,        24.00,                    62093.25,2654
,ZOTA,EQ,       139.15,                  2335673.50,16732
,ZUARI,EQ,        86.15,                  2781816.95,32285
,ZUARIGLOB,EQ,        54.75,                  3489130.25,63207
,ZYDUSWELL,EQ,      1849.60,                 73236843.70,39599
