,04-Dec-2020
The Nifty witnessed an intraday movement of about 127.2 points.The closing index was 0.95 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 72020.34
, Traded Quantity (in Lakhs), 34943.59
, Number of Trades, 20013963
, Total Market Capitalisation (Rs. Crores), 17790826.25

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     13133.90,     13177.40,     13280.05,     13152.85,     13258.55,124.65
,NIFTY50 EQL Wgt,     13960.80,     14029.15,     14128.90,     13965.40,     14112.35,151.55
,NIFTY100 EQL Wgt,     14927.50,     14995.35,     15059.00,     14893.85,     15042.85,115.35
,NIFTY100 LowVol30,     10321.70,     10355.60,     10408.35,     10332.65,     10384.90,63.2
,NIFTY Alpha 50,     19220.05,     19304.35,     19355.95,     19138.05,     19268.10,48.05
,NIFTY MIDCAP 150,      7597.80,      7638.05,      7667.05,      7554.35,      7625.90,28.1
,NIFTY SMLCAP 50,      3307.40,      3323.55,      3331.00,      3300.00,      3322.05,14.65
,NIFTY SMLCAP 250,      5736.05,      5769.70,      5783.40,      5718.65,      5764.90,28.85
,NIFTY MIDSML 400,      6930.95,      6968.85,      6991.65,      6897.30,      6959.40,28.45
,NIFTY200 QUALTY30,     11491.10,     11520.15,     11583.65,     11506.00,     11573.75,82.65
,Nifty FinSrv25 50,     13815.70,     13863.90,     13998.55,     13757.05,     13906.85,91.15
,NIFTY AlphaLowVol,     13104.00,     13145.30,     13191.35,     13101.40,     13181.70,77.7
,Nifty200Momentm30,     12925.00,     12965.55,     13038.35,     12922.35,     13026.70,101.7
,Nifty100ESGSecLdr,      2258.10,      2264.95,      2277.85,      2260.70,      2274.90,16.8
,Nifty IT,     22202.20,     22222.25,     22347.85,     22130.30,     22309.80,107.6
,Nifty Next 50,     31319.40,     31434.60,     31556.35,     31170.85,     31439.10,119.7
,Nifty Bank,     29448.75,     29573.40,     30162.30,     29473.50,     30052.40,603.65
,NIFTY MIDCAP 100,     20127.25,     20231.30,     20325.15,     19989.70,     20197.30,70.05
,Nifty 500,     10893.60,     10934.65,     10990.20,     10888.95,     10978.85,85.25
,Nifty 100,     13280.50,     13325.10,     13415.05,     13288.95,     13396.50,116
,Nifty Midcap 50,      5665.70,      5698.10,      5737.45,      5628.65,      5696.00,30.3
,Nifty Realty,       280.20,       281.05,       284.80,       280.20,       283.40,3.2
,Nifty Infra,      3528.55,      3553.15,      3578.80,      3535.90,      3565.90,37.35
,Nifty Energy,     16941.25,     17048.10,     17102.10,     16802.90,     16923.55,-17.7
,Nifty FMCG,     31908.65,     32044.05,     32404.85,     32016.50,     32356.75,448.1
,Nifty MNC,     15173.20,     15235.45,     15288.30,     15147.75,     15234.90,61.7
,Nifty Pharma,     12206.95,     12248.55,     12393.55,     12131.90,     12353.60,146.65
,Nifty PSE,      2748.70,      2766.60,      2780.40,      2729.05,      2757.30,8.6
,Nifty PSU Bank,      1673.05,      1687.15,      1710.40,      1642.00,      1697.95,24.9
,Nifty Serv Sector,     18238.20,     18290.85,     18472.00,     18257.00,     18431.75,193.55
,India VIX,19.0000,19.0000,19.0350,16.5300,18.0275,-0.9725
,Nifty Auto,      9245.30,      9290.65,      9408.75,      9207.50,      9302.20,56.9
,Nifty Metal,      3126.10,      3144.70,      3193.55,      3100.55,      3161.35,35.25
,Nifty Media,      1581.90,      1596.70,      1617.15,      1566.25,      1583.50,1.6
,NIFTY SMLCAP 100,      6675.35,      6709.15,      6726.95,      6652.25,      6699.35,24
,Nifty 200,      6835.05,      6859.40,      6898.55,      6833.60,      6890.55,55.5
,Nifty Div Opps 50,      2720.10,      2731.30,      2744.05,      2725.75,      2742.15,22.05
,Nifty Commodities,      3764.65,      3789.20,      3817.05,      3740.50,      3782.20,17.55
,Nifty Consumption,      5562.80,      5584.70,      5643.35,      5583.30,      5637.85,75.05
,Nifty Fin Service,     14138.75,     14181.40,     14357.40,     14124.10,     14286.45,147.7
,Nifty50 Div Point,        79.54,        79.54,        79.54,        79.54,        79.54,0
,Nifty100 Liq 15,      3213.20,      3231.90,      3264.40,      3214.20,      3257.40,44.2
,Nifty CPSE,      1593.85,      1604.80,      1615.05,      1582.65,      1602.40,8.55
,Nifty GrowSect 15,      6523.40,      6544.55,      6628.75,      6538.50,      6611.05,87.65
,Nifty50 PR 2x Lev,      5378.40,      5413.55,      5495.55,      5393.45,      5480.00,101.6
,Nifty50 PR 1x Inv,       334.45,       333.35,       334.00,       330.80,       331.30,-3.15
,Nifty50 TR 2x Lev,      7142.30,      7189.00,      7297.95,      7162.35,      7277.25,134.95
,Nifty50 TR 1x Inv,       290.35,       289.45,       289.95,       287.20,       287.65,-2.7
,Nifty50 Value 20,      6372.20,      6392.95,      6441.75,      6386.70,      6437.40,65.2
,Nifty Mid Liq 15,      4956.20,      4980.15,      5023.70,      4937.10,      4992.30,36.1
,Nifty Pvt Bank,     16321.60,     16397.55,     16711.65,     16346.95,     16648.10,326.5
,NIFTY100 Qualty30,      3108.15,      3115.40,      3133.05,      3110.20,      3130.25,22.1
,Nifty GS 8 13Yr,      2242.18,      2242.55,      2247.08,      2242.55,      2246.74,4.56
,Nifty GS 10Yr,      2021.18,      2021.50,      2027.05,      2021.44,      2025.60,4.42
,Nifty GS 10Yr Cln,       966.57,       966.57,       969.28,       966.54,       968.57,2
,Nifty GS 4 8Yr,      2388.58,      2388.96,      2397.81,      2388.96,      2397.81,9.23
,Nifty GS 11 15Yr,      2433.80,      2434.22,      2438.01,      2434.22,      2436.22,2.42
,Nifty GS 15YrPlus,      2655.07,      2655.55,      2665.92,      2655.55,      2665.92,10.85
,Nifty GS Compsite,      2287.94,      2288.32,      2294.18,      2288.32,      2293.71,5.77

,ADVANCES,1088
,DECLINES,846
,UNCHANGED,96

,Total securities that have hit their price bands today,416

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,SBIN,EQ,       256.30,       263.50,2.81,2054.09
,HHOF1140RG,MF,         8.71,                   146060.30,16949
,HIKAL,EQ,       171.50,                165966617.20,954587
,HIL,EQ,      2080.70,                 30707042.60,14760
,HILTON,EQ,        11.25,                   630688.80,55210
,HIMATSEIDE,EQ,       126.15,                 36615422.50,289598
,HINDCOMPOS,EQ,       226.40,                  2709311.25,11904
,HINDCON,SM,        26.15,                   209200.00,8000
,HINDCOPPER,EQ,        44.55,                122145286.35,2754439
,HINDMOTORS,EQ,         6.30,                  2564562.95,415979
,HINDNATGLS,EQ,        29.90,                  2855878.25,96478
,HINDOILEXP,EQ,        86.65,                 95950622.30,1106475
,HIRECT,EQ,       143.55,                  3664895.80,25340
,HISARMETAL,EQ,        88.45,                  5464338.05,61520
,HITECH,EQ,       184.70,                 19817786.50,111141
,HITECHCORP,EQ,       122.50,                  2209894.00,18319
,HITECHGEAR,BE,       159.20,                  1423720.45,8894
,HLVLTD,EQ,         5.30,                  2428718.05,453746
,HMT,BZ,        16.00,                   190481.90,12008
,HMVL,EQ,        54.70,                  3077929.15,55934
,HNDFDS,EQ,       902.20,                  3185025.20,3516
,HNGSNGBEES,EQ,       357.50,                  4692400.39,13259
,HONAUT,EQ,     30855.75,                153609140.45,4950
,HONDAPOWER,EQ,      1016.60,                 45374543.75,44339
,HOTELRUGBY,EQ,         1.20,                      120.00,100
,HOVS,EQ,        32.90,                  1126812.35,33928
,HPIL,SM,        46.05,                   138150.00,3000
,HPL,EQ,        35.25,                 11768916.20,329131
,HSCL,EQ,        43.50,                174801994.85,3984126
,HSIL,EQ,       109.00,                162573460.25,1475862
,HTMEDIA,EQ,        14.45,                  4359732.60,302097
,HUBTOWN,EQ,        14.10,                  2290754.65,159101
,HUDCO,EQ,        37.50,                121001308.65,3190291
,HUDCO,NE,      1512.15,                  1472978.45,971
,HUDCO,ND,      1293.42,                  1721266.77,1331
,HUDCO,N6,      1100.00,                    10950.00,10
,HUDCO,N8,      1296.00,                   401762.00,310
,HUDCO,N9,      1253.89,                   651384.09,519
,HUDCO,N3,      1111.11,                   122231.00,110
,HUDCO,N5,      1263.99,                  1456121.49,1152
,HUDCO,N2,      1280.01,                   386315.80,302
,HUHTAMAKI,EQ,       308.60,                 19378261.70,62257
,HUSYSLTD,SM,       119.00,                   238000.00,2000
,IBMFNIFTY,EQ,       132.95,                    85412.63,648
,IBREALEST,EQ,        69.10,                271313636.45,3886545
,IBUCCREDIT,N9,       835.91,                   898226.20,1095
,IBUCCREDIT,N4,      1150.00,                    95449.75,83
,IBUCCREDIT,N6,       959.20,                    51799.80,54
,IBULHSGFIN,EQ,       194.05,               4014858442.00,20659071
,IBULHSGFIN,N6,       970.25,                    85578.15,87
,IBULHSGFIN,NB,      1099.00,                    68877.95,63
,IBULHSGFIN,NA,       744.38,                   364600.30,490
,IBULISL,EQ,        65.30,                 94308121.15,1467297
,ICEMAKE,EQ,        98.15,                  5313020.20,54167
,ICICI500,EQ,       178.73,                   192289.49,1074
,ICICIALPLV,EQ,       131.80,                   207149.10,1567
,ICICIB22,EQ,        30.49,                 22845827.23,747919
,ICICIBANKN,EQ,       299.00,                 12370631.42,41697
,ICICIBANKP,EQ,       165.01,                 24606437.51,149843
,ICICIGOLD,EQ,        43.91,                  5115145.85,116367
,ICICILIQ,EQ,       999.99,                 11100992.99,11101
,ICICILOVOL,EQ,       107.92,                   313050.89,2893
,ICICIM150,EQ,        76.94,                   813484.75,10571
,ICICIMCAP,EQ,        75.37,                   679363.24,9028
,ICICINF100,EQ,       143.68,                   206159.91,1434
,ICICINIFTY,EQ,       140.36,                 12435289.87,88838
,ICICINV20,EQ,        67.08,                   286578.94,4281
,ICICINXT50,EQ,        31.99,                   817281.47,25644
,ICICISENSX,EQ,       483.24,                  7627327.81,15927
,ICICITECH,EQ,       224.98,                   450249.35,2008
,ICIL,EQ,       157.15,                 19980970.00,127218
,ICRA,EQ,      2863.05,                 20549069.95,7321
,IDBI,EQ,        39.70,                154756424.90,3886551
,IDBIGOLD,EQ,      4526.20,                   444648.25,98
,IDEA,EQ,         9.75,               1800104350.30,183317075
,IDFC,EQ,        39.85,                121589719.55,3047729
,IDFCFIRSTB,EQ,        37.10,               1180025776.55,31749332
,IDFCFIRSTB,N7,      5374.75,                   279607.75,54
,IDFCFIRSTB,N6,     10610.05,                    53050.45,5
,IDFCFIRSTB,NC,     10371.00,                   393044.05,37
,IDFCFIRSTB,NB,      5330.05,                    26670.20,5
,IDFCFIRSTB,N9,      5402.00,                   162653.00,30
,IDFCFIRSTB,ND,      5240.00,                    31440.00,6
,IDFCFIRSTB,NA,     10875.00,                    86880.00,8
,IDFNIFTYET,EQ,       144.75,                    45889.39,317
,IEX,EQ,       215.50,                105798877.45,492624
,IFBAGRO,EQ,       483.00,                  6340556.90,13124
,IFBIND,EQ,       805.90,                 28692130.55,35393
,IFCI,EQ,         7.25,                 50341914.00,6840901
,IFCI,NL,      1076.45,                   680354.70,632
,IFCI,NH,      1029.90,                  4586431.52,4451
,IFGLEXPOR,EQ,       193.00,                  3912374.15,20140
,IGARASHI,EQ,       331.35,                 12900901.85,38700
,IGPL,EQ,       489.40,                 22985444.90,46472
,IIFCL,N4,      1490.00,                   375483.00,252
,IIFCL,N2,      1213.00,                    24260.00,20
,IIFL,EQ,       116.85,                154361743.45,1312905
,IIFL,N5,      1100.00,                   550125.00,500
,IIFL,N6,      1050.00,                    42000.00,40
,IIFL,NC,      1001.15,                    10011.50,10
,IIFL,N4,      1027.00,                    93159.00,91
,IIFL,N7,      1016.00,                    30445.25,30
,IIFLSEC,EQ,        44.75,                 24859581.45,555462
,IIFLWAM,EQ,      1002.20,                 24611704.15,24556
,IITL,EQ,        57.80,                   167047.20,2902
,IL&FSENGG,BZ,         3.45,                   157996.00,45320
,IL&FSTRANS,BZ,         1.60,                    32848.00,20530
,IMAGICAA,EQ,         4.90,                  1370084.55,282901
,IMFA,EQ,       311.30,                 15713939.55,50438
,IMPAL,EQ,       526.20,                  1369059.45,2599
,IMPEXFERRO,EQ,          .75,                     7950.50,11020
,INDBANK,EQ,        10.10,                  1798931.85,177113
,INDHOTEL,EQ,       128.00,                313632253.95,2445423
,INDIACEM,EQ,       153.40,                237937786.35,1544893
,INDIAGLYCO,EQ,       299.30,                 73961131.00,247609
,INDIAMART,EQ,      5121.20,                199629445.95,39053
,INDIANB,EQ,        73.10,                521424792.10,7093724
,INDIANCARD,EQ,       102.55,                   482827.65,4751
,INDIANHUME,EQ,       182.50,                  7268876.15,39690
,INDIGRID,IV,       111.49,                 56877646.77,510300
,INDLMETER,EQ,        15.65,                    91355.65,5853
,INDNIPPON,EQ,       353.80,                 10970349.10,30841
,INDOCO,EQ,       303.80,                250741558.10,837557
,INDORAMA,EQ,        24.60,                   683378.75,27971
,INDOSOLAR,BZ,         1.25,                    54424.90,43772
,INDOSTAR,EQ,       356.65,                261391035.40,751018
,INDOTECH,EQ,       105.25,                  8887011.35,83394
,INDOTHAI,EQ,        21.30,                   151051.35,7023
,INDOWIND,EQ,         3.35,                   437469.65,128304
,INDRAMEDCO,EQ,        53.55,                 17314217.75,319388
,INDSWFTLAB,EQ,        65.30,                  7482996.20,113737
,INDSWFTLTD,BE,         3.90,                    81669.85,20972
,INDTERRAIN,EQ,        35.55,                 34944629.70,994825
,INEOSSTYRO,EQ,       779.60,                 75434802.50,97860
,INFIBEAM,EQ,        92.15,                179377029.70,1910347
,INFOBEAN,EQ,       129.25,                  2805883.85,21629
,INFRABEES,EQ,       368.33,                  1002000.06,2748
,INGERRAND,EQ,       636.60,                 13014644.95,20345
,INNOVANA,SM,        78.60,                   546000.00,7000
,INNOVATIVE,SM,         6.35,                    38100.00,6000
,INOXLEISUR,EQ,       279.85,                238771173.45,851814
,INOXWIND,EQ,        51.60,                  7744385.45,148514
,INSECTICID,EQ,       457.40,                 16835616.95,36664
,INSPIRISYS,EQ,        29.25,                   409928.85,14082
,INTEGRA,EQ,         1.10,                     7675.80,6978
,INTELLECT,EQ,       290.35,                 61362219.80,213253
,INTENTECH,EQ,        35.55,                  3863478.35,108729
,INVENTURE,EQ,        23.50,                   881914.15,37658
,IOB,EQ,        11.00,                 40528768.45,3653976
,IOLCP,EQ,       781.60,                168089720.00,216460
,IPCALAB,EQ,      2251.25,                719324302.30,320084
,IRB,EQ,       119.30,                 84026674.65,696634
,IRBINVIT,IV,        43.00,                 11494850.00,267500
,IRCON,EQ,        91.85,                247106873.50,2686378
,IRCTC,EQ,      1570.60,              15967737433.35,10432630
,IREDA,N7,      1319.80,                    80507.80,61
,IREDA,N5,      1345.99,                   204387.99,152
,IRFC,N1,      1059.54,                  2195938.36,2072
,IRFC,NA,      1325.00,                    79650.00,60
,IRFC,NC,      1350.00,                   108000.00,80
,IRFC,NO,      1253.07,                   875171.97,700
,IRFC,N2,      1204.01,                   602005.00,500
,IRFC,NJ,      1232.50,                   159666.00,130
,IRFC,NE,      1369.95,                     8219.40,6
,IRFC,N8,      1549.99,                     1549.99,1
,ISEC,EQ,       448.10,                172552568.30,382548
,ISFT,EQ,        64.25,                  1566792.20,24855
,ISMTLTD,EQ,        12.30,                  2625004.50,213415
,ITDC,EQ,       264.55,                 23200240.70,86679
,ITDCEM,EQ,        57.65,                 38107579.60,654651
,ITI,EQ,       126.45,                 79222933.50,619608
,IVC,BE,         4.65,                   471119.40,101316
,IVP,BE,        70.25,                   512434.75,7526
,IVZINGOLD,EQ,      4450.00,                    49004.20,11
,IVZINNIFTY,EQ,      1419.45,                     7128.05,5
,IZMO,EQ,        53.05,                  2105658.60,38425
,J&KBANK,EQ,        23.60,                 88147888.95,3732691
,JAGRAN,EQ,        41.50,                 40775699.20,965057
,JAGSNPHARM,EQ,        60.20,                 11265697.20,187089
,JAIBALAJI,EQ,        20.80,                   477745.15,22582
,JAICORPLTD,EQ,        94.60,                164275737.95,1725211
,JAIHINDPRO,BZ,         1.65,                      825.00,500
,JAINSTUDIO,BZ,         1.55,                    27040.35,18135
,JAMNAAUTO,EQ,        55.60,                 52915709.10,940446
,JASH,EQ,       220.45,                  3074305.25,14235
,JAYAGROGN,EQ,       114.90,                  3054327.85,26447
,JAYBARMARU,EQ,       262.30,                 24964407.85,95112
,JAYNECOIND,EQ,         4.50,                    71316.00,15848
,JAYSREETEA,EQ,        69.20,                  8809568.80,126882
,JBCHEPHARM,EQ,       994.25,                 72125332.70,72685
,JBFIND,EQ,         7.10,                  2311879.90,323947
,JBMA,EQ,       291.70,                 30390675.10,105802
,JCHAC,EQ,      2190.45,                 27032039.35,12300
,JETAIRWAYS,BZ,        69.15,                 10880697.70,155809
,JHS,EQ,        20.15,                   767782.35,38258
,JIKIND,BE,          .50,                    20491.35,45387
,JINDALPHOT,EQ,        18.35,                  3121009.15,177277
,JINDALPOLY,EQ,       479.85,                 21535960.20,44821
,JINDALSAW,EQ,        73.90,                110906408.35,1484281
,JINDALSTEL,EQ,       267.30,               4620585773.95,17365825
,JINDRILL,EQ,        98.20,                  4315247.45,43441
,JINDWORLD,EQ,        47.75,                  8894914.05,185954
,JISLDVREQS,EQ,        12.70,                   864217.85,67729
,JISLJALEQS,EQ,        18.75,                 78639145.20,4188319
,JITFINFRA,BE,         9.00,                   185774.35,21034
,JIYAECO,BE,         7.05,                   526773.00,74731
,JKCEMENT,EQ,      2165.65,                450051687.00,208615
,JKIL,EQ,       139.00,                 93414802.75,674257
,JKLAKSHMI,EQ,       362.85,                170321270.50,467333
,JKPAPER,EQ,        99.65,                 91869308.75,917722
,JKTYRE,EQ,        81.25,                 53846590.45,659574
,JMA,EQ,        32.30,                  2306539.55,70000
,JMCPROJECT,EQ,        75.00,                279255359.30,3859143
,JMFINANCIL,EQ,        84.70,                341904335.10,4043368
,JMTAUTOLTD,EQ,         2.60,                  2030097.55,774086
,JOCIL,EQ,       174.70,                  4131968.75,23599
,JPASSOCIAT,EQ,         4.00,                 20224497.95,5080792
,JPINFRATEC,EQ,         1.30,                  2959506.20,2338961
,JPOLYINVST,EQ,        15.40,                   175947.70,11411
,JPPOWER,EQ,         2.65,                 86225242.20,33045174
,JSL,EQ,        70.55,                 66060709.55,929461
,JSLHISAR,EQ,       127.55,                131160227.80,1006637
,JSWENERGY,EQ,        68.95,                462987743.65,6579980
,JSWHL,EQ,      3515.05,                 13604949.15,3911
,JSWISPL,EQ,        25.45,                  9490966.70,372926
,JTEKTINDIA,EQ,        86.30,                157816374.50,1843240
,JUBILANT,EQ,       820.95,                382043553.80,470045
,JUBLFOOD,EQ,      2562.10,                934968132.65,366064
,JUBLINDS,EQ,       245.15,                 31607441.40,127406
,JUMPNET,EQ,        18.45,                  1083605.40,58732
,JUNIORBEES,EQ,       327.54,                 15111851.86,46103
,JUSTDIAL,EQ,       598.55,                383898421.85,639651
,JYOTHYLAB,EQ,       145.70,                112665007.95,767818
,JYOTISTRUC,BZ,         3.80,                   366292.50,92747
,KABRAEXTRU,EQ,        90.65,                 15232449.60,168696
,KAJARIACER,EQ,       671.10,                159111087.30,235794
,KAKATCEM,EQ,       181.30,                  7916757.95,43229
,KALPATPOWR,EQ,       338.60,                164016678.75,488253
,KALYANIFRG,BE,       141.20,                   226671.95,1589
,KAMATHOTEL,EQ,        35.75,                  8211326.35,234473
,KAMDHENU,EQ,        81.50,                  2967274.40,36201
,KANANIIND,EQ,         3.70,                    33265.85,9408
,KANORICHEM,EQ,        44.40,                  2235203.80,49592
,KANSAINER,EQ,       563.80,                349666589.55,631880
,KAPSTON,BE,        98.30,                    49939.50,512
,KARDA,EQ,       112.05,                  7733124.20,67470
,KARMAENG,EQ,         9.45,                    64555.20,6748
,KARURVYSYA,EQ,        37.75,                 90801358.30,2396760
,KAUSHALYA,EQ,         1.40,                     5858.00,4256
,KAYA,EQ,       293.95,                 37918282.80,130147
,KCP,EQ,        76.05,                241517585.70,3188123
,KCPSUGIND,EQ,        16.00,                  4490106.60,277484
,KDDL,EQ,       184.05,                   715072.40,3857
,KEC,EQ,       361.90,                310071560.55,847424
,KECL,EQ,        15.70,                 10804102.20,698435
,KEERTI,EQ,        27.25,                  2863236.55,106072
,KEI,EQ,       430.15,                 64635052.60,151295
,KELLTONTEC,EQ,        56.30,                158792877.70,2915309
,KENNAMET,EQ,       829.90,                 10236530.20,12276
,KERNEX,BE,        23.05,                   255567.60,11019
,KESORAMIND,EQ,        51.40,                 83253555.45,1601545
,KEYFINSERV,EQ,        85.75,                   344886.50,4022
,KGL,BZ,          .35,                  1103139.55,3475845
,KHADIM,EQ,       116.00,                 11018995.05,94974
,KHAICHEM,EQ,        21.20,                  7708659.10,353545
,KHANDSE,EQ,         8.95,                    17630.60,1951
,KICL,EQ,      1385.00,                  2433667.35,1735
,KILITCH,BE,        93.80,                   462749.20,4931
,KINGFA,EQ,       532.80,                  1952971.55,3657
,KIOCL,EQ,       123.90,                 31031709.50,250854
,KIRIINDUS,EQ,       487.30,                 71980660.65,147332
,KIRLFER,EQ,       142.80,                 77732878.20,551216
,KIRLOSBROS,EQ,       138.55,                 14324391.70,102963
,KIRLOSENG,EQ,       121.20,                 23454585.70,191822
,KIRLOSIND,EQ,       806.25,                  7454081.30,9186
,KITEX,EQ,       106.25,                 14541018.25,136076
,KKCL,EQ,       780.35,                  1262052.80,1623
,KMSUGAR,EQ,        11.70,                  3468648.90,291017
,KNRCON,EQ,       313.95,                319031378.50,1016245
,KOKUYOCMLN,EQ,        66.35,                 56391270.10,850362
,KOLTEPATIL,EQ,       212.20,                 19364005.60,90368
,KOPRAN,EQ,       135.60,                111294754.80,804984
,KOTAKBKETF,EQ,       303.44,                 26015489.80,86480
,KOTAKGOLD,EQ,       432.65,                 11756621.85,27226
,KOTAKNIFTY,EQ,       137.98,                  4173825.28,30304
,KOTAKNV20,EQ,        68.46,                   663336.81,9784
,KOTAKPSUBK,EQ,       167.22,                  5515841.14,33373
,KOTARISUG,EQ,        16.55,                   974354.00,58066
,KOTHARIPET,EQ,        16.40,                  1737697.35,104601
,KOTHARIPRO,EQ,        65.45,                   462805.25,7076
,KPITTECH,EQ,       108.10,                 52282743.50,489407
,KPRMILL,EQ,       803.25,                 32533706.45,40342
,KRBL,EQ,       277.70,                100670833.95,361182
,KREBSBIO,EQ,        99.60,                  1787414.25,17408
,KRIDHANINF,EQ,         3.40,                   471406.60,138649
,KRISHANA,BE,        75.85,                   305165.15,4083
,KSB,EQ,       578.10,                 64181626.00,109966
,KSCL,EQ,       495.20,                261418960.45,528760
,KSHITIJPOL,SM,        24.00,                   696200.00,28000
,KSK,BZ,          .40,                   132964.05,342728
,KSL,EQ,       258.70,                 51265001.15,196693
,KSOLVES,SM,       420.00,                   504600.00,1200
,KTKBANK,EQ,        51.25,                220292829.15,4283305
,KUANTUM,EQ,        44.90,                   441220.55,9873
,KWALITY,EQ,         3.15,                  6083344.00,1944685
,L&TFH,EQ,        88.30,               2890954128.60,32617600
,L&TFINANCE,Y5,      1145.00,                    12445.00,11
,L&TFINANCE,NI,      1140.00,                    56840.00,50
,L&TFINANCE,NW,      1100.00,                     9900.00,9
,L&TFINANCE,Y7,      1085.50,                    59702.75,55
,L&TFINANCE,NK,      1097.99,                    41214.42,38
,L&TFINANCE,NE,      1110.74,                     9699.63,9
,L&TFINANCE,N8,      1097.50,                   127681.60,118
,L&TFINANCE,Y9,      1158.00,                     1158.00,1
,L&TFINANCE,NY,      1111.00,                    77814.50,71
,L&TINFRA,N6,      2171.33,                 18600887.48,8575
,L&TINFRA,N5,      1057.06,                   948384.85,894
,LAKPRE,BZ,         3.35,                       36.85,11
,LALPATHLAB,EQ,      2237.15,                126517471.35,56488
,LAMBODHARA,EQ,        34.15,                  3343601.80,98771
,LAOPALA,EQ,       228.15,                 16652650.00,73262
,LASA,EQ,        83.90,                 23087038.25,275474
,LATTEYS,SM,        57.20,                   228400.00,4000
,LAURUSLABS,EQ,       331.65,               1769820765.60,5409655
,LAXMIMACH,EQ,      4675.90,                125950464.00,27462
,LEMONTREE,EQ,        39.25,                 80468458.70,2054797
,LEXUS,ST,        16.05,                   208650.00,13000
,LFIC,EQ,        68.60,                   105908.60,1556
,LGBBROSLTD,EQ,       266.45,                 48872385.10,182303
,LGBFORGE,EQ,         3.10,                   821234.15,261418
,LGHL,SM,        15.00,                   240000.00,16000
,LIBAS,EQ,        28.55,                   902491.65,31582
,LIBERTSHOE,EQ,       149.10,                 15622749.45,104652
,LICHSGFIN,EQ,       348.80,               3497070346.85,9909975
,LICNETFGSC,EQ,        21.87,                   318505.01,14507
,LICNETFN50,EQ,       132.87,                   262391.64,1957
,LICNETFSEN,EQ,       465.10,                    29611.29,63
,LICNFNHGP,EQ,       131.78,                   182263.15,1373
,LIKHITHA,EQ,       158.10,                 20280647.05,127640
,LINCOLN,EQ,       231.65,                 18910583.35,80929
,LINCPEN,EQ,       185.55,                  1036224.75,5574
,LINDEINDIA,EQ,       898.75,                 42110757.80,46946
,LIQUIDBEES,EQ,      1000.00,                852754760.97,852751
,LIQUIDETF,EQ,      1000.00,                 21441060.39,21441
,LOKESHMACH,EQ,        27.10,                  6870735.40,256666
,LOTUSEYE,EQ,        31.55,                   488889.35,15464
,LOVABLE,EQ,        98.95,                143851976.10,1496706
,LPDC,EQ,         1.55,                     3394.50,2190
,LSIL,EQ,          .75,                   521940.55,714151
,LTMFEOF2R,MF,        10.81,                     1081.00,100
,LTMFEOFR,MF,        10.40,                    18720.00,1800
,LTTS,EQ,      1802.30,                223888972.70,124701
,LUMAXIND,EQ,      1359.05,                 11344051.45,8300
,LUMAXTECH,EQ,       103.60,                  4746469.30,45475
,LUXIND,EQ,      1593.70,                 52145879.30,32668
,LYKALABS,EQ,        22.45,                  2146820.75,96773
,LYPSAGEMS,EQ,         3.70,                   440513.05,119441
,M&MFIN,EQ,       167.80,               2058366185.75,12328077
,M&MFIN,N2,      1114.15,                   306537.50,275
,M&MFIN,N1,      1143.00,                    83439.00,73
,M100,EQ,        21.11,                  3749525.33,178997
,M14RG,MF,         7.88,                   203740.00,26000
,M15RD,MF,         6.78,                    46435.00,7000
,M15RG,MF,         6.60,                   166650.00,25250
,M50,EQ,       129.89,                   602980.27,4648
,MAANALU,EQ,        85.90,                  2161082.30,25047
,MACPOWER,EQ,        66.15,                   869686.15,13250
,MADHAV,EQ,        31.05,                   818442.45,25602
,MADHUCON,EQ,         3.85,                    72356.90,18794
,MADRASFERT,EQ,        18.40,                  3579565.15,192572
,MAESGETF,EQ,        22.61,                   205910.58,9107
,MAGADSUGAR,EQ,       113.60,                  3001417.35,26298
,MAGMA,EQ,        45.25,                 22460302.45,491832
,MAGMA,N3,      1005.00,                    70600.00,70
,MAGMA,N5,      1090.00,                   195110.00,179
,MAGNUM,EQ,         4.85,                    24308.30,5071
,MAHABANK,EQ,        14.20,                179903261.95,12919438
,MAHAPEXLTD,BE,        89.15,                   264798.55,2982
,MAHASTEEL,EQ,        93.85,                  2360034.30,24883
,MAHEPC,EQ,       151.45,                 59395616.30,391472
,MAHESHWARI,BE,        83.65,                  1398697.65,16755
,MAHICKRA,SM,        81.90,                   242850.00,3000
,MAHINDCIE,EQ,       159.95,                 16613764.85,103615
,MAHLIFE,EQ,       329.55,                 21758806.60,65864
,MAHLOG,EQ,       398.25,                 15286745.65,38578
,MAHSCOOTER,EQ,      3649.25,                 49423612.65,13462
,MAHSEAMLES,EQ,       316.35,                105438142.30,330645
,MAITHANALL,EQ,       556.70,                 17953549.55,32118
,MAJESCO,EQ,       980.55,                340730819.10,347758
,MALUPAPER,EQ,        25.90,                   639315.25,24439
,MAN50ETF,EQ,       135.00,                   762182.49,5660
,MANAKALUCO,EQ,         7.35,                     7166.25,975
,MANAKCOAT,EQ,         5.20,                    43551.30,8147
,MANAKSIA,EQ,        45.20,                  3256657.05,71483
