,14-Jan-2021
The Nifty witnessed an intraday movement of about 146.3 points.The closing index was 0.21 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 70195.9
, Traded Quantity (in Lakhs), 29426.75
, Number of Trades, 19096836
, Total Market Capitalisation (Rs. Crores), 19628052.71

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14564.85,     14550.05,     14617.80,     14471.50,     14595.60,30.75
,NIFTY50 EQL Wgt,     15519.35,     15537.00,     15573.25,     15420.10,     15552.60,33.25
,NIFTY100 EQL Wgt,     16497.25,     16535.30,     16567.45,     16413.85,     16548.60,51.35
,NIFTY100 LowVol30,     11405.15,     11410.00,     11446.30,     11327.95,     11427.60,22.45
,NIFTY Alpha 50,     20389.75,     20471.25,     20537.30,     20249.95,     20502.30,112.55
,NIFTY MIDCAP 150,      8328.30,      8349.35,      8371.60,      8289.80,      8335.15,6.85
,NIFTY SMLCAP 50,      3754.15,      3771.00,      3789.65,      3731.25,      3780.10,25.95
,NIFTY SMLCAP 250,      6360.45,      6383.90,      6395.45,      6331.35,      6388.40,27.95
,NIFTY MIDSML 400,      7624.25,      7646.20,      7661.10,      7589.35,      7638.90,14.65
,NIFTY200 QUALTY30,     12815.95,     12822.45,     12847.35,     12716.00,     12829.45,13.5
,Nifty FinSrv25 50,     15289.40,     15295.90,     15355.65,     15222.70,     15284.05,-5.35
,NIFTY AlphaLowVol,     14361.10,     14366.75,     14456.65,     14260.75,     14428.50,67.4
,Nifty200Momentm30,     14468.60,     14458.40,     14458.40,     14274.95,     14395.10,-73.5
,Nifty100ESGSecLdr,      2510.05,      2507.85,      2525.80,      2493.25,      2521.80,11.75
,Nifty IT,     27004.30,     26804.65,     27176.50,     26245.10,     26965.55,-38.75
,Nifty Next 50,     34156.00,     34264.55,     34357.05,     34018.00,     34318.45,162.45
,Nifty Bank,     32574.65,     32526.70,     32718.95,     32442.35,     32519.75,-54.9
,NIFTY MIDCAP 100,     22155.25,     22198.00,     22271.55,     22041.10,     22169.40,14.15
,Nifty 500,     12041.10,     12043.40,     12081.55,     11976.15,     12069.50,28.4
,Nifty 100,     14694.95,     14688.20,     14750.00,     14608.10,     14731.15,36.2
,Nifty Midcap 50,      6385.15,      6398.80,      6424.55,      6345.75,      6390.90,5.75
,Nifty Realty,       337.60,       338.30,       341.60,       334.75,       337.40,-.2
,Nifty Infra,      3894.70,      3911.75,      3928.40,      3888.00,      3922.60,27.9
,Nifty Energy,     17430.15,     17531.70,     17694.95,     17463.00,     17669.40,239.25
,Nifty FMCG,     34617.60,     34669.10,     34942.20,     34616.00,     34885.70,268.1
,Nifty MNC,     16328.50,     16368.05,     16413.90,     16287.30,     16388.50,60
,Nifty Pharma,     13122.55,     13140.40,     13278.60,     13020.30,     13232.55,110
,Nifty PSE,      3029.50,      3043.95,      3057.95,      3024.40,      3050.70,21.2
,Nifty PSU Bank,      1972.65,      1969.90,      2002.45,      1958.55,      1978.10,5.45
,Nifty Serv Sector,     20688.55,     20628.25,     20741.25,     20479.40,     20675.70,-12.85
,India VIX,23.2925,23.2925,23.7025,22.8075,23.0275,-0.2650
,Nifty Auto,     10208.55,     10237.30,     10285.25,     10148.95,     10238.30,29.75
,Nifty Metal,      3523.25,      3521.05,      3533.95,      3471.10,      3487.40,-35.85
,Nifty Media,      1759.05,      1767.30,      1778.65,      1748.40,      1754.95,-4.1
,NIFTY SMLCAP 100,      7433.75,      7466.60,      7495.10,      7398.50,      7481.30,47.55
,Nifty 200,      7558.70,      7557.35,      7584.05,      7516.10,      7575.65,16.95
,Nifty Div Opps 50,      3041.95,      3042.50,      3061.65,      3023.55,      3058.65,16.7
,Nifty Commodities,      3999.45,      4013.35,      4024.55,      3979.35,      4014.80,15.35
,Nifty Consumption,      6125.70,      6142.85,      6159.90,      6106.50,      6136.80,11.1
,Nifty Fin Service,     15624.05,     15615.35,     15692.70,     15567.60,     15608.95,-15.1
,Nifty50 Div Point,        82.51,        83.98,        83.98,        83.98,        83.98,1.47
,Nifty100 Liq 15,      3513.90,      3517.55,      3528.35,      3500.90,      3515.85,1.95
,Nifty CPSE,      1767.40,      1782.25,      1787.30,      1763.20,      1772.75,5.35
,Nifty GrowSect 15,      7132.00,      7134.20,      7166.05,      7122.40,      7151.05,19.05
,Nifty50 PR 2x Lev,      6575.00,      6561.15,      6621.80,      6491.05,      6602.25,27.25
,Nifty50 PR 1x Inv,       302.00,       302.35,       303.95,       300.95,       301.40,-.6
,Nifty50 TR 2x Lev,      8735.25,      8718.55,      8799.10,      8625.45,      8773.15,37.9
,Nifty50 TR 1x Inv,       262.15,       262.40,       263.80,       261.20,       261.60,-.55
,Nifty50 Value 20,      7322.35,      7303.60,      7384.20,      7242.80,      7358.05,35.7
,Nifty Mid Liq 15,      5591.75,      5618.10,      5641.55,      5571.10,      5623.90,32.15
,Nifty Pvt Bank,     17803.30,     17782.25,     17912.65,     17742.45,     17782.10,-21.2
,NIFTY100 Qualty30,      3435.65,      3435.75,      3447.20,      3410.20,      3441.55,5.9
,Nifty GS 8 13Yr,      2252.35,      2252.72,      2255.46,      2252.62,      2255.46,3.11
,Nifty GS 10Yr,      2027.90,      2028.23,      2031.41,      2028.23,      2031.41,3.51
,Nifty GS 10Yr Cln,       963.51,       963.51,       965.03,       963.51,       965.03,1.52
,Nifty GS 4 8Yr,      2396.75,      2397.12,      2399.37,      2396.36,      2398.19,1.44
,Nifty GS 11 15Yr,      2433.60,      2434.03,      2437.78,      2433.04,      2436.53,2.93
,Nifty GS 15YrPlus,      2697.40,      2697.89,      2697.95,      2697.89,      2697.95,.55
,Nifty GS Compsite,      2294.71,      2295.09,      2297.34,      2294.57,      2297.02,2.31

,ADVANCES,912
,DECLINES,1022
,UNCHANGED,87

,Total securities that have hit their price bands today,356

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,INFY,EQ,      1387.15,      1370.50,-1.2,3741.12
,HDFCNIFETF,EQ,      1535.38,                  1482312.61,966
,HDFCSENETF,EQ,      5205.03,                   401314.81,77
,HDIL,BZ,         6.90,                  2017984.05,292533
,HEG,EQ,      1013.55,                445262692.25,436907
,HEIDELBERG,EQ,       224.10,                 97728920.00,435621
,HEMIPROP,EQ,       128.35,                633262936.50,4827136
,HERCULES,EQ,       127.75,                 13490846.05,105394
,HERITGFOOD,EQ,       311.20,                 13207665.00,42259
,HESTERBIO,EQ,      1714.35,                  6690191.50,3912
,HEXATRADEX,EQ,        47.05,                  3420074.75,70498
,HFCL,EQ,        33.25,                723940743.00,22151154
,HGINFRA,EQ,       228.90,                 11390293.60,49411
,HGS,EQ,      1216.45,                251870950.65,200993
,HIKAL,EQ,       174.15,                 71369870.90,409031
,HIL,EQ,      2223.95,                 38737345.65,17719
,HILTON,EQ,        15.25,                   561221.25,36342
,HIMATSEIDE,EQ,       148.20,                 22445341.40,150755
,HINDCOMPOS,EQ,       343.00,                 18342277.55,53513
,HINDCON,SM,        25.00,                   100000.00,4000
,HINDCOPPER,EQ,        65.45,                157128748.20,2406545
,HINDMOTORS,BE,         7.90,                   962820.40,121876
,HINDNATGLS,EQ,        32.70,                   515177.60,15710
,HINDOILEXP,EQ,        88.35,                 46808947.80,523737
,HIRECT,EQ,       162.55,                  5609898.30,34446
,HISARMETAL,EQ,       110.55,                 27420909.55,243948
,HITECH,EQ,       260.50,                 11666034.60,44303
,HITECHCORP,EQ,       115.05,                   502046.90,4389
,HITECHGEAR,BE,       186.35,                  2890997.35,15634
,HLVLTD,EQ,         7.00,                  3893186.85,559891
,HMT,BZ,        25.60,                   549789.35,21191
,HMVL,EQ,        58.00,                  1295268.35,22409
,HNDFDS,EQ,      1496.55,                  8585886.10,5719
,HNGSNGBEES,EQ,       349.86,                   649673.54,1827
,HONAUT,EQ,     40640.70,                205006706.85,5034
,HONDAPOWER,EQ,      1092.40,                  8172167.45,7446
,HOVS,BE,        43.00,                   355388.30,8268
,HPL,EQ,        44.25,                  8312249.40,185713
,HSCL,EQ,        52.70,                254507455.70,4851219
,HSIL,EQ,       116.80,                 10017629.05,85346
,HTMEDIA,EQ,        18.10,                  3951225.75,215638
,HUBTOWN,BE,        21.40,                   913916.25,43437
,HUDCO,EQ,        46.15,                249764490.30,5405026
,HUDCO,N4,      1135.00,                    59020.00,52
,HUDCO,NE,      1427.14,                  3198723.73,2237
,HUDCO,N8,      1263.82,                  1046291.80,825
,HUDCO,N9,      1252.00,                   125213.50,100
,HUDCO,N3,      1118.80,                   170143.69,152
,HUDCO,ND,      1300.00,                     6500.00,5
,HUDCO,N2,      1304.80,                  2991304.80,2301
,HUHTAMAKI,EQ,       310.65,                  8210950.00,26406
,IBMFNIFTY,EQ,       144.92,                   338557.53,2359
,IBREALEST,EQ,        83.80,                446247776.85,5297595
,IBUCCREDIT,NB,       974.00,                     4870.00,5
,IBUCCREDIT,N4,      1150.01,                   281752.45,245
,IBULHSGFIN,EQ,       233.10,               3539362202.55,15152007
,IBULHSGFIN,N8,       945.00,                    24570.00,26
,IBULHSGFIN,N6,       984.00,                   122350.96,124
,IBULHSGFIN,NA,       850.00,                    61200.00,72
,ICEMAKE,EQ,        93.05,                  1932055.75,20815
,ICICI500,EQ,       196.68,                   131730.58,668
,ICICIALPLV,EQ,       145.44,                   187448.16,1294
,ICICIB22,EQ,        34.37,                 20759948.27,604035
,ICICIBANKN,EQ,       323.06,                   950836.74,2941
,ICICIBANKP,EQ,       174.79,                102010839.20,579196
,ICICIGOLD,EQ,        43.77,                 32028449.37,731027
,ICICILIQ,EQ,       999.99,                 34644700.06,34645
,ICICILOVOL,EQ,       119.48,                   704528.39,5911
,ICICIM150,EQ,        84.06,                   287211.95,3418
,ICICIMCAP,EQ,        84.13,                   351947.35,4180
,ICICINF100,EQ,       158.05,                  3153716.77,20091
,ICICINIFTY,EQ,       154.48,                  9277431.52,60153
,ICICINV20,EQ,        76.81,                   946700.59,12363
,ICICINXT50,EQ,        34.76,                   452239.07,13014
,ICICISENSX,EQ,       534.38,                   312212.28,585
,ICICITECH,EQ,       271.43,                  8035629.65,29879
,ICIL,EQ,       148.00,                 28407252.95,192104
,ICRA,EQ,      2847.45,                  5598804.55,1957
,IDBI,EQ,        31.30,                258550453.30,8197626
,IDBIGOLD,EQ,      4567.05,                   220273.75,48
,IDEA,EQ,        12.30,               2064589719.60,167998404
,IDFC,EQ,        43.15,                331898466.00,7665748
,IDFCFIRSTB,EQ,        46.25,               1366412287.90,29310346
,IDFCFIRSTB,N7,      5326.00,                   104874.66,20
,IDFCFIRSTB,NC,     10575.01,                   169144.04,16
,IDFCFIRSTB,N9,      5089.00,                    96539.06,19
,IDFCFIRSTB,NB,      5376.00,                    42966.00,8
,IDFCFIRSTB,N6,     10717.05,                   171472.80,16
,IDFCFIRSTB,ND,      5345.00,                    21380.00,4
,IDFCFIRSTB,NA,     10960.05,                    87680.40,8
,IDFCFIRSTB,NE,     10220.00,                    40880.00,4
,IDFNIFTYET,EQ,       152.29,                    46981.11,310
,IEX,EQ,       230.05,                238811509.45,1046349
,IFBAGRO,EQ,       467.25,                  3522478.95,7513
,IFBIND,EQ,      1289.40,                128267418.75,99331
,IFCI,EQ,         9.70,                 33536137.85,3452135
,IFCI,NG,      1760.01,                    44046.21,25
,IFCI,NH,      1044.97,                   841346.51,807
,IFCI,NL,      1105.00,                   373505.00,338
,IFGLEXPOR,EQ,       248.50,                  3032282.90,12099
,IGARASHI,EQ,       359.40,                 32967189.25,91350
,IGPL,EQ,       389.65,                  6657350.50,17047
,IIFCL,N2,      1220.00,                  1209998.00,1000
,IIFCL,N4,      1405.00,                    28076.00,20
,IIFL,EQ,       114.65,                 36469112.75,316535
,IIFL,N9,      1018.90,                     5094.50,5
,IIFL,N4,      1030.63,                  1200986.65,1167
,IIFL,NB,      1083.55,                   206427.50,200
,IIFL,N5,      1112.75,                   706856.30,656
,IIFLSEC,EQ,        52.35,                368222917.45,6989887
,IIFLWAM,EQ,      1079.70,                 54294699.25,50300
,IITL,BE,        72.65,                   148843.25,2044
,IL&FSENGG,BZ,         4.50,                    67206.45,14865
,IL&FSTRANS,BZ,         2.65,                   273255.10,102149
,IMAGICAA,BE,         6.15,                   526829.00,86710
,IMFA,EQ,       353.00,                 31582962.40,90438
,IMPAL,EQ,       582.15,                   694198.05,1197
,INDBANK,EQ,        12.15,                  2699065.45,219725
,INDHOTEL,EQ,       127.30,                183862961.70,1446613
,INDIACEM,EQ,       166.25,                346389929.95,2058355
,INDIAGLYCO,EQ,       381.65,                 64256315.35,169819
,INDIAMART,EQ,      8196.05,               1601678064.80,196707
,INDIANB,EQ,        95.60,               1734524903.00,18222956
,INDIANCARD,EQ,       135.75,                   411339.35,3018
,INDIANHUME,EQ,       208.25,                 34693047.15,164219
,INDIGRID,IV,       126.51,                 46433846.97,365715
,INDLMETER,BE,        18.50,                     9978.50,549
,INDNIPPON,EQ,       365.95,                  2638881.20,7191
,INDOCO,EQ,       311.30,                 32399886.05,103078
,INDORAMA,EQ,        37.60,                  1971595.60,51846
,INDOSOLAR,BZ,         2.40,                   649080.25,270492
,INDOSTAR,EQ,       330.00,                  8839656.90,26456
,INDOTECH,EQ,       107.30,                   652498.50,6070
,INDOTHAI,BE,        38.00,                   636829.20,16319
,INDOWIND,BE,         5.00,                   199397.85,39688
,INDRAMEDCO,EQ,        57.15,                  8776566.25,152988
,INDSWFTLAB,EQ,        75.90,                 13363632.30,176358
,INDSWFTLTD,BE,         4.80,                    67329.60,14027
,INDTERRAIN,BE,        44.05,                 10216376.45,232148
,INDUSTOWER,EQ,       255.70,                483716344.10,1885689
,INEOSSTYRO,EQ,      1033.75,                 46480194.70,45213
,INFIBEAM,EQ,        84.45,                 69901698.15,823065
,INFOBEAN,EQ,       143.85,                  6610552.95,45810
,INFOMEDIA,BE,         3.35,                   133438.20,40651
,INFRABEES,EQ,       407.50,                   211287.20,520
,INGERRAND,EQ,       735.55,                 30294946.90,41211
,INNOVANA,SM,        78.00,                   156400.00,2000
,INNOVATIVE,SM,         8.80,                  1093500.00,126000
,INOXLEISUR,EQ,       340.90,                293288676.15,857591
,INOXWIND,EQ,        70.05,                 17305986.65,248570
,INSECTICID,EQ,       477.50,                 26536752.25,55588
,INSPIRISYS,EQ,        37.40,                  1014304.70,27101
,INTEGRA,BE,         1.40,                     6609.40,4621
,INTELLECT,EQ,       324.50,                110290131.85,340389
,INTENTECH,EQ,        42.45,                   772941.60,18157
,INVENTURE,EQ,        16.90,                    52818.70,3128
,IOB,EQ,        11.20,                 37355144.80,3327974
,IOLCP,EQ,       736.45,                152356808.15,207028
,IPCALAB,EQ,      2148.95,                699382392.75,328942
,IRB,EQ,       116.80,                 59297233.55,508678
,IRBINVIT,IV,        47.71,                 28042400.00,595000
,IRCON,EQ,        91.00,                103120054.35,1132406
,IRCTC,EQ,      1463.10,               1651379208.00,1123619
,IREDA,N6,      1510.00,                   148010.00,101
,IRFC,N2,      1207.99,                   128082.18,106
,IRFC,NK,      1322.50,                   293555.00,222
,IRFC,N9,      1236.00,                   285652.00,231
,IRFC,N1,      1061.00,                  2005704.96,1889
,IRFC,NM,      1359.00,                     5436.00,4
,IRFC,NA,      1359.63,                  1623250.77,1194
,IRFC,N4,      1189.99,                    11899.90,10
,IRFC,NI,      1123.04,                   336823.10,300
,IRFC,NE,      1370.54,                   189198.30,137
,ISEC,EQ,       444.15,                166947315.30,375171
,ISFT,EQ,        85.40,                   244272.20,2867
,ISMTLTD,EQ,        10.90,                  1458943.40,134338
,ITDC,EQ,       320.00,                 15843170.00,49141
,ITDCEM,EQ,        71.70,                 34751569.30,484062
,ITI,EQ,       131.50,                 77458101.00,585228
,IVC,BE,         5.10,                   626408.70,122856
,IVP,BE,        74.00,                   104066.05,1403
,IVZINGOLD,EQ,      4514.30,                   855343.05,192
,IVZINNIFTY,EQ,      1569.52,                   375955.45,238
,IZMO,EQ,        51.50,                  3621980.20,70708
,J&KBANK,EQ,        29.20,                356318264.75,12070454
,JAGRAN,EQ,        44.90,                 15859056.20,350720
,JAGSNPHARM,EQ,        78.75,                  8545792.35,108975
,JAIBALAJI,EQ,        21.50,                  2076040.55,98029
,JAICORPLTD,EQ,        94.20,                 84122029.30,891226
,JAIHINDPRO,BZ,         2.00,                     2134.00,1067
,JAINSTUDIO,BZ,         2.20,                       44.00,20
,JAKHARIA,SM,       140.00,                  1120000.00,8000
,JALAN,SM,         3.00,                     9000.00,3000
,JAMNAAUTO,EQ,        63.85,                113415386.95,1751231
,JASH,EQ,       235.10,                   850140.00,3615
,JAYAGROGN,EQ,       140.00,                  6035728.90,42885
,JAYBARMARU,EQ,       259.65,                  7149524.75,27626
,JAYNECOIND,BE,         7.05,                   504423.55,71429
,JAYSREETEA,EQ,        70.25,                 11191443.75,158476
,JBCHEPHARM,EQ,      1032.85,                136170242.25,130216
,JBFIND,BE,        15.20,                  2134581.65,142518
,JBMA,EQ,       313.70,                  7637349.90,24179
,JCHAC,EQ,      2498.45,                 81984010.40,32774
,JETAIRWAYS,BZ,       131.95,                   791304.15,5997
,JETKNIT,SM,        24.85,                    37275.00,1500
,JHS,EQ,        23.15,                  1716427.40,73476
,JINDALPHOT,BE,        22.65,                   130027.75,5842
,JINDALPOLY,EQ,       455.50,                  6997705.35,15389
,JINDALSAW,EQ,        79.15,                 51741199.95,655193
,JINDALSTEL,EQ,       293.65,               1717548310.45,5834247
,JINDRILL,EQ,        89.25,                  1458527.75,16303
,JINDWORLD,EQ,        59.40,                 12568649.40,210425
,JISLDVREQS,BE,        15.40,                   758558.40,49420
,JISLJALEQS,EQ,        22.45,                 92775430.55,4215553
,JITFINFRA,BE,        10.40,                    20294.10,1905
,JIYAECO,BE,         7.15,                   243655.70,33989
,JKCEMENT,EQ,      2205.10,                 70120317.15,31570
,JKIL,EQ,       148.60,                 20279582.85,137449
,JKLAKSHMI,EQ,       340.15,                142861028.40,417704
,JKPAPER,EQ,       127.85,                 84606459.00,658369
,JKTYRE,EQ,        88.75,               1312427933.20,14871833
,JMA,EQ,        34.35,                  4905800.85,142023
,JMCPROJECT,EQ,        70.80,                 11180141.60,159280
,JMFINANCIL,EQ,        88.45,                106947351.15,1192764
,JMTAUTOLTD,BE,         3.40,                  4548613.75,1332925
,JOCIL,EQ,       186.15,                   822516.30,4402
,JPASSOCIAT,EQ,         7.65,                 53710300.35,6994380
,JPINFRATEC,BE,         2.05,                  1852985.55,909298
,JPOLYINVST,BE,        24.70,                    76832.20,2907
,JPPOWER,EQ,         3.10,                 39012504.10,12538760
,JSL,EQ,        89.70,                100965477.70,1114835
,JSLHISAR,EQ,       153.15,                 50303805.45,327705
,JSWENERGY,EQ,        71.90,                170696950.75,2354829
,JSWHL,EQ,      3536.55,                  1002360.25,283
,JSWISPL,EQ,        31.15,                 10328380.15,327718
,JTEKTINDIA,EQ,        92.35,                 67721111.85,726779
,JUBILANT,EQ,      1002.20,                957819097.55,966784
,JUBLFOOD,EQ,      2783.60,               2278974913.15,820609
,JUBLINDS,EQ,       246.50,                  4870084.10,19619
,JUMPNET,EQ,        12.75,                   391935.00,30740
,JUNIORBEES,EQ,       357.55,                 48176353.85,135775
,JUSTDIAL,EQ,       708.70,                847713758.95,1181003
,JYOTHYLAB,EQ,       161.80,                183520705.20,1136091
,KABRAEXTRU,EQ,       108.40,                 26903765.45,247076
,KAJARIACER,EQ,       743.45,                107327197.25,144937
,KAKATCEM,EQ,       185.95,                  3028768.95,16247
,KALPATPOWR,EQ,       334.25,                 45706934.20,137200
,KALYANIFRG,BE,       155.70,                   217122.55,1358
,KAMATHOTEL,EQ,        37.55,                  1256387.75,33280
,KAMDHENU,EQ,       133.35,                 12382377.05,92547
,KANANIIND,EQ,         5.30,                   356134.55,67071
,KANORICHEM,BE,        58.20,                  2402074.70,40884
,KANPRPLA,EQ,       121.60,                   804143.60,6536
,KANSAINER,EQ,       656.15,                445754004.50,690736
,KAPSTON,BE,       102.00,                    26517.75,260
,KARDA,EQ,       122.70,                  4578188.85,37229
,KARMAENG,BE,        22.30,                   199933.35,8962
,KARURVYSYA,EQ,        47.15,                 80129659.40,1708141
,KAUSHALYA,BE,         1.90,                    64049.60,34683
,KAYA,EQ,       365.40,                 94338308.10,257245
,KCP,EQ,        70.60,                 13885265.05,196626
,KCPSUGIND,EQ,        16.70,                  2123553.70,126433
,KDDL,EQ,       247.30,                   376720.55,1528
,KEC,EQ,       361.05,                166192874.95,466227
,KECL,EQ,        14.90,                   894645.40,60036
,KEERTI,EQ,        26.40,                   490031.00,18905
,KEI,EQ,       473.75,                 20769537.40,43652
,KELLTONTEC,EQ,        76.55,                 96530127.10,1257677
,KENNAMET,EQ,       937.30,                  3956792.20,4241
,KERNEX,BE,        29.45,                   207699.80,6948
,KESORAMIND,EQ,        64.00,                122408479.70,1890848
,KEYFINSERV,EQ,        76.15,                   326167.55,4268
,KGL,BZ,          .35,                   544502.70,1767709
,KHADIM,EQ,       132.70,                 29947758.50,226270
,KHAICHEM,EQ,        28.45,                  7013005.15,242916
,KHANDSE,BE,        18.55,                    21188.10,1130
,KICL,EQ,      1608.20,                  1851335.35,1155
,KILITCH,BE,        94.70,                   173315.90,1809
,KINGFA,EQ,       641.75,                  6062874.10,9606
,KIOCL,EQ,       137.20,                  5064578.05,36850
,KIRIINDUS,EQ,       523.80,                132989665.10,253172
,KIRLFER,EQ,       136.95,                 15214612.15,110965
,KIRLOSBROS,EQ,       146.30,                 29727498.45,203570
,KIRLOSENG,EQ,       129.15,                  8487208.00,65520
,KIRLOSIND,EQ,       826.80,                  1513356.90,1825
,KITEX,EQ,       112.00,                 11124817.90,99246
,KKCL,EQ,       919.45,                   431998.75,469
,KMSUGAR,EQ,        11.85,                  1412100.95,118878
,KNRCON,EQ,       369.35,                358438406.55,958672
,KOKUYOCMLN,EQ,        66.75,                 11627619.25,174181
,KOLTEPATIL,EQ,       256.90,                 23923393.90,93728
,KOPRAN,EQ,       125.60,                125832246.00,1032211
,KOTAKBKETF,EQ,       328.79,                  9347722.34,28381
,KOTAKGOLD,EQ,       429.15,                 30680613.05,71431
,KOTAKNIFTY,EQ,       151.95,                 13690618.89,90241
,KOTAKNV20,EQ,        77.99,                   271321.51,3480
,KOTAKPSUBK,EQ,       193.25,                  3005917.12,15472
,KOTARISUG,EQ,        18.20,                   358920.50,19705
,KOTHARIPET,EQ,        23.70,                  1591324.65,66362
,KOTHARIPRO,EQ,        73.00,                   337242.10,4601
,KPITTECH,EQ,       134.10,                 62812992.25,469381
,KPRMILL,EQ,       947.60,                 16616959.20,17410
,KRBL,EQ,       242.00,                 38909047.75,160299
,KREBSBIO,EQ,       131.75,                  3137785.45,23641
,KRIDHANINF,BE,         4.25,                   233509.35,55399
,KRISHANA,BE,        70.00,                   181245.50,2582
,KSB,EQ,       663.65,                 29340258.50,43895
,KSCL,EQ,       558.40,                230465261.75,416155
,KSHITIJPOL,SM,        25.75,                   514800.00,20000
,KSK,BZ,          .55,                   314145.75,570195
,KSL,EQ,       283.30,                 22135652.35,77862
,KSOLVES,SM,       600.00,                  1318500.00,2100
,KTKBANK,EQ,        67.25,                387498300.30,5750325
,KUANTUM,EQ,        55.70,                   394877.45,7086
,KWALITY,EQ,         3.35,                  1909252.95,569574
,L&TFH,EQ,       107.10,               1946917843.25,18345857
,L&TFINANCE,NE,      1090.00,                   239227.75,220
,L&TFINANCE,Y9,      1099.00,                    27475.00,25
,L&TFINANCE,NG,      1240.00,                     2480.00,2
,L&TFINANCE,Y7,      1078.32,                     7549.85,7
,L&TFINANCE,Y3,      1049.00,                   209785.00,200
,L&TFINANCE,NU,      1164.00,                    11640.00,10
,L&TFINANCE,NY,      1050.00,                    52300.00,50
,L&TFINANCE,NK,      1068.25,                    64090.24,60
,L&TFINANCE,NQ,      1101.00,                   219098.40,199
,L&TINFRA,N5,      1070.00,                    17120.00,16
,L&TINFRA,N6,      2182.25,                   222526.87,102
,LAGNAM,SM,        15.55,                    93300.00,6000
,LAKPRE,BZ,         6.85,                    16081.30,2189
,LALPATHLAB,EQ,      2331.85,                389164793.20,166133
,LAMBODHARA,EQ,        47.80,                  2205817.40,45661
,LAOPALA,EQ,       227.65,                 15460823.55,67926
,LASA,EQ,        93.65,                  8324437.05,88805
,LAURUSLABS,EQ,       366.80,               2294731134.80,6304577
,LAXMICOT,SM,        10.00,                   132000.00,12000
,LAXMIMACH,EQ,      5266.75,                136297044.40,25917
,LEMONTREE,EQ,        40.85,                 53187107.05,1302092
,LEXUS,SM,        22.45,                    44900.00,2000
,LFIC,EQ,        78.85,                   230825.30,2922
,LGBBROSLTD,EQ,       293.80,                  8481267.15,28871
,LGBFORGE,BE,         3.75,                   125080.10,32714
,LIBAS,EQ,        38.50,                  4798267.55,122218
,LIBERTSHOE,EQ,       149.05,                 11548008.40,77488
,LICHSGFIN,EQ,       433.35,               3633247101.40,8294996
,LICNETFGSC,EQ,        21.77,                   332617.71,15241
,LICNETFN50,EQ,       161.14,                   307033.77,1913
,LICNETFSEN,EQ,       530.00,                   211681.47,400
,LICNFNHGP,EQ,       153.02,                   362351.88,2390
,LIKHITHA,EQ,       193.40,                 18443964.15,94843
,LINCOLN,EQ,       242.25,                 29871637.15,124049
,LINCPEN,EQ,       182.30,                   564190.10,3104
,LINDEINDIA,EQ,       975.15,                 32806343.65,33722
,LIQUIDBEES,EQ,      1000.00,                841899602.48,841896
,LIQUIDETF,EQ,      1000.00,                 34175000.43,34175
,LOKESHMACH,BE,        39.70,                   314023.00,7859
,LOTUSEYE,EQ,        36.05,                   262102.70,7277
,LOVABLE,BE,        90.45,                  1996551.75,22076
,LPDC,EQ,         2.20,                    27383.40,12447
,LSIL,BE,          .95,                  1479472.05,1630544
,LTTS,EQ,      2686.50,               1338729490.10,497984
,LUMAXIND,EQ,      1391.40,                  4982307.00,3584
,LUMAXTECH,EQ,       127.95,                  3496845.40,27398
,LUXIND,EQ,      1637.25,                 81406268.35,49026
,LYKALABS,EQ,        29.25,                  2227309.55,76524
,LYPSAGEMS,BE,         5.15,                    42423.80,8218
,M&MFIN,EQ,       192.15,               1635208391.40,8532321
,M100,EQ,        23.04,                  2939025.83,127747
,M17RD,MF,         6.57,                     3285.00,500
,M50,EQ,       142.40,                   998087.74,7037
,MAANALU,EQ,       111.00,                  2320615.55,20751
,MACPOWER,BE,       113.90,                    90938.65,798
,MADHAV,EQ,        55.05,                  5050049.45,90837
,MADHUCON,BE,         5.30,                   132110.55,25904
,MADRASFERT,EQ,        28.50,                 29703237.40,1024898
,MAESGETF,EQ,        25.11,                   844070.42,33701
,MAGADSUGAR,EQ,       116.10,                  1184205.10,10165
,MAGMA,EQ,        44.10,                 25265946.05,566261
,MAGNUM,EQ,         4.80,                   222614.50,45332
,MAHABANK,EQ,        14.75,                 73710392.70,4970653
,MAHAPEXLTD,BE,        86.95,                   126492.75,1457
,MAHASTEEL,EQ,       118.75,                  8314846.10,70757
,MAHEPC,EQ,       167.25,                 55197468.70,336991
,MAHESHWARI,BE,        87.20,                   431792.35,4923
,MAHINDCIE,EQ,       163.75,                 12901343.85,78884
,MAHLIFE,EQ,       394.20,                  7294457.30,18476
,MAHLOG,EQ,       441.20,                  8188404.45,18431
,MAHSCOOTER,EQ,      3679.65,                 10074593.85,2732
,MAHSEAMLES,EQ,       314.85,                 12118846.40,38444
,MAITHANALL,EQ,       663.60,                 62611526.25,94231
,MAJESCO,EQ,        24.85,                  2081858.45,83777
,MALUPAPER,BE,        29.25,                   168593.50,5779
,MAN50ETF,EQ,       148.70,                  1384562.75,9311
,MANAKALUCO,EQ,         9.25,                   104144.45,11330
,MANAKCOAT,EQ,         7.90,                   184257.35,23530
