,10-Mar-2021
The Nifty witnessed an intraday movement of about 117.6 points.The closing index was 0.51 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 54391.69
, Traded Quantity (in Lakhs), 25450.88
, Number of Trades, 17560913
, Total Market Capitalisation (Rs. Crores), 20808441.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15098.40,     15202.15,     15218.45,     15100.85,     15174.80,76.4
,NIFTY50 EQL Wgt,     16326.50,     16452.05,     16465.45,     16331.10,     16428.90,102.4
,NIFTY100 EQL Wgt,     17245.80,     17366.35,     17383.25,     17243.60,     17338.20,92.4
,NIFTY100 LowVol30,     11373.80,     11458.05,     11459.40,     11390.05,     11431.60,57.8
,NIFTY Alpha 50,     22215.10,     22383.10,     22623.55,     22344.10,     22599.15,384.05
,NIFTY MIDCAP 150,      9100.55,      9171.35,      9195.45,      9124.80,      9169.25,68.7
,NIFTY SMLCAP 50,      4157.10,      4192.65,      4237.50,      4178.55,      4231.80,74.7
,NIFTY SMLCAP 250,      7112.40,      7165.15,      7191.45,      7139.10,      7187.95,75.55
,NIFTY MIDSML 400,      8390.80,      8455.10,      8476.25,      8416.40,      8462.20,71.4
,NIFTY200 QUALTY30,     12346.30,     12424.10,     12472.45,     12401.40,     12457.20,110.9
,Nifty FinSrv25 50,     16328.70,     16435.15,     16454.45,     16277.30,     16369.50,40.8
,NIFTY AlphaLowVol,     13925.00,     14013.20,     14074.40,     13986.75,     14052.95,127.95
,Nifty200Momentm30,     14597.20,     14719.60,     14825.25,     14674.05,     14802.60,205.4
,Nifty100ESGSecLdr,      2553.95,      2569.90,      2573.65,      2557.20,      2568.40,14.45
,Nifty IT,     25582.35,     25862.05,     26136.55,     25782.30,     26010.10,427.75
,Nifty Next 50,     34927.50,     35143.95,     35223.60,     34947.75,     35138.00,210.5
,Nifty Bank,     35865.65,     36112.25,     36176.90,     35764.35,     35938.30,72.65
,NIFTY MIDCAP 100,     24024.25,     24220.20,     24287.20,     24075.40,     24220.10,195.85
,Nifty 500,     12617.20,     12705.10,     12722.60,     12627.80,     12691.35,74.15
,Nifty 100,     15206.00,     15309.10,     15327.00,     15209.65,     15284.85,78.85
,Nifty Midcap 50,      6931.65,      6992.75,      7019.80,      6945.65,      6996.95,65.3
,Nifty Realty,       350.10,       353.85,       356.65,       350.85,       352.25,2.15
,Nifty Infra,      4247.50,      4278.65,      4281.30,      4234.40,      4256.30,8.8
,Nifty Energy,     19385.15,     19544.25,     19548.45,     19238.70,     19331.25,-53.9
,Nifty FMCG,     33215.85,     33393.05,     33424.50,     33220.00,     33402.75,186.9
,Nifty MNC,     16199.15,     16276.75,     16309.90,     16233.45,     16276.25,77.1
,Nifty Pharma,     12133.85,     12218.45,     12335.90,     12180.15,     12313.25,179.4
,Nifty PSE,      3277.60,      3308.70,      3309.15,      3250.30,      3270.50,-7.1
,Nifty PSU Bank,      2355.55,      2379.65,      2389.60,      2342.90,      2351.90,-3.65
,Nifty Serv Sector,     21308.85,     21452.80,     21491.60,     21326.30,     21416.55,107.7
,India VIX,22.4950,22.4950,22.4950,19.3150,20.7475,-1.7475
,Nifty Auto,     10464.25,     10525.75,     10613.60,     10511.15,     10559.30,95.05
,Nifty Metal,      3802.70,      3838.00,      3886.25,      3786.60,      3873.65,70.95
,Nifty Media,      1724.75,      1735.00,      1745.80,      1724.90,      1730.10,5.35
,NIFTY SMLCAP 100,      8323.90,      8392.20,      8446.05,      8362.60,      8439.35,115.45
,Nifty 200,      7865.90,      7920.60,      7930.90,      7869.65,      7909.55,43.65
,Nifty Div Opps 50,      3063.20,      3087.05,      3087.90,      3065.10,      3080.95,17.75
,Nifty Commodities,      4463.95,      4500.30,      4501.10,      4448.80,      4491.80,27.85
,Nifty Consumption,      5938.70,      5966.70,      5982.55,      5953.55,      5975.85,37.15
,Nifty Fin Service,     16649.75,     16745.45,     16772.55,     16610.35,     16689.70,39.95
,Nifty50 Div Point,       110.23,       110.23,       110.23,       110.23,       110.23,0
,Nifty100 Liq 15,      3790.20,      3815.10,      3821.25,      3786.25,      3810.20,20
,Nifty CPSE,      1892.15,      1905.35,      1906.20,      1870.20,      1881.90,-10.25
,Nifty GrowSect 15,      7252.10,      7287.95,      7299.40,      7247.10,      7268.95,16.85
,Nifty50 PR 2x Lev,      6972.35,      7067.50,      7081.00,      6974.55,      7042.25,69.9
,Nifty50 PR 1x Inv,       290.30,       288.35,       290.30,       288.05,       288.90,-1.4
,Nifty50 TR 2x Lev,      9297.95,      9424.85,      9442.90,      9300.95,      9391.20,93.25
,Nifty50 TR 1x Inv,       251.50,       249.80,       251.50,       249.55,       250.25,-1.25
,Nifty50 Value 20,      7382.15,      7445.25,      7466.25,      7410.00,      7447.70,65.55
,Nifty Mid Liq 15,      5841.50,      5892.70,      5925.55,      5873.75,      5904.10,62.6
,Nifty Pvt Bank,     19192.50,     19328.20,     19371.40,     19154.15,     19250.75,58.25
,NIFTY100 Qualty30,      3366.25,      3388.20,      3397.30,      3379.85,      3393.65,27.4
,Nifty GS 8 13Yr,      2201.44,      2201.82,      2202.88,      2199.88,      2199.88,-1.56
,Nifty GS 10Yr,      2003.01,      2003.34,      2005.31,      1997.22,      1998.03,-4.98
,Nifty GS 10Yr Cln,       942.79,       942.79,       943.73,       939.86,       940.24,-2.55
,Nifty GS 4 8Yr,      2355.59,      2355.95,      2357.38,      2354.07,      2354.48,-1.11
,Nifty GS 11 15Yr,      2352.46,      2352.89,      2354.19,      2350.03,      2350.26,-2.2
,Nifty GS 15YrPlus,      2606.90,      2607.39,      2607.39,      2603.63,      2605.34,-1.56
,Nifty GS Compsite,      2247.98,      2248.36,      2249.53,      2246.27,      2246.31,-1.67

,ADVANCES,1080
,DECLINES,851
,UNCHANGED,101

,Total securities that have hit their price bands today,321

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATAMOTORS,EQ,       315.20,       321.45,1.98,1883.22
,HEMIPROP,BE,       155.50,                 69400455.55,438399
,HERANBA,EQ,       789.75,               1020066655.45,1298178
,HERCULES,EQ,       127.05,                 36596906.70,283686
,HERITGFOOD,EQ,       338.95,                 79764995.55,237415
,HESTERBIO,EQ,      1677.65,                  3825873.60,2281
,HEXATRADEX,BE,        76.60,                 10583084.95,140286
,HFCL,EQ,        28.45,                119501660.45,4197728
,HGINFRA,EQ,       286.40,                 18036775.70,61839
,HGS,EQ,      1199.45,                 38094172.95,31929
,HIKAL,EQ,       160.65,                 57886563.90,358207
,HIL,EQ,      3040.90,                 22067848.10,7271
,HILTON,EQ,        11.15,                   171569.10,15355
,HIMATSEIDE,EQ,       162.60,                 22161830.90,134463
,HINDCOMPOS,EQ,       292.85,                  1787131.75,6050
,HINDCOPPER,EQ,       135.05,                515184184.90,3792097
,HINDMOTORS,BE,         7.25,                   957516.05,131477
,HINDNATGLS,EQ,        25.50,                  3822169.95,149361
,HINDOILEXP,EQ,       107.95,                116532435.40,1091828
,HIRECT,EQ,       139.65,                  1963719.20,13965
,HISARMETAL,EQ,       115.35,                  2317305.70,20281
,HITECH,EQ,       352.10,                 29825028.65,85532
,HITECHCORP,EQ,       132.60,                   249080.30,1882
,HITECHGEAR,EQ,       185.10,                  1875979.45,10132
,HLEGLAS,EQ,      2803.80,                 48309085.90,17008
,HLVLTD,EQ,         6.70,                  2202044.55,325797
,HMT,BZ,        34.75,                   210828.25,6067
,HMVL,EQ,        72.40,                  9100694.25,122175
,HNDFDS,EQ,      2292.30,                 71360505.45,30043
,HNGSNGBEES,EQ,       346.45,                    66600.39,192
,HOMEFIRST,EQ,       520.05,                127357814.10,243978
,HONAUT,EQ,     49049.85,                365667344.15,7492
,HONDAPOWER,EQ,      1076.60,                 11024036.65,10170
,HOTELRUGBY,EQ,         1.30,                     1196.00,920
,HOVS,EQ,        42.75,                   828421.90,19584
,HPL,EQ,        41.75,                 12015918.45,286014
,HSCL,EQ,        46.65,                423152911.70,9126331
,HSIL,EQ,       172.25,                 11031377.80,63705
,HTMEDIA,EQ,        26.00,                  6722590.65,259132
,HUBTOWN,BE,        17.80,                   185668.90,10501
,HUDCO,EQ,        50.95,                381026408.65,7522890
,HUDCO,N4,      1052.00,                    46421.50,44
,HUDCO,NE,      1410.58,                  8895606.12,6291
,HUDCO,N8,      1224.50,                   393760.00,320
,HUDCO,N3,      1036.92,                  2037683.72,1962
,HUDCO,N5,      1176.70,                   188272.00,160
,HUDCO,ND,      1286.50,                   247048.00,192
,HUDCO,N2,      1193.48,                  7200274.70,6033
,HUHTAMAKI,EQ,       278.00,                 11065730.65,39677
,IBMFNIFTY,EQ,       154.72,                   418271.30,2705
,IBREALEST,EQ,       114.95,               1426435540.75,12477143
,IBUCCREDIT,N7,       919.99,                   102289.43,112
,IBUCCREDIT,N6,       987.81,                    29706.20,30
,IBULHSGFIN,EQ,       230.20,               2696544256.90,11706744
,IBULHSGFIN,NE,       900.00,                    72000.00,80
,IBULHSGFIN,N8,       899.99,                   183298.96,204
,ICEMAKE,EQ,        72.25,                   553978.45,7656
,ICICI500,EQ,       208.15,                   133554.66,642
,ICICIALPLV,EQ,       141.67,                  2059988.44,14552
,ICICIB22,EQ,        37.84,                 16761400.73,443656
,ICICIBANKN,EQ,       356.57,                  9952915.30,27902
,ICICIBANKP,EQ,       190.00,                  1633791.98,8580
,ICICIGOLD,EQ,        39.91,                 26765427.06,670477
,ICICILIQ,EQ,       999.95,                 44151273.52,44153
,ICICILOVOL,EQ,       119.49,                   279661.84,2346
,ICICIM150,EQ,        92.60,                   561006.24,6088
,ICICIMCAP,EQ,        87.94,                  1464339.23,16619
,ICICINF100,EQ,       164.39,                   444413.04,2693
,ICICINIFTY,EQ,       161.16,                  8899775.13,55202
,ICICINV20,EQ,        77.88,                   536376.69,6891
,ICICINXT50,EQ,        35.67,                   994771.40,27865
,ICICISENSX,EQ,       553.77,                   895315.70,1630
,ICICITECH,EQ,       261.63,                  2665438.52,10201
,ICIL,EQ,       125.10,                 40265905.85,316832
,ICRA,EQ,      2751.60,                 26892002.55,9715
,IDBI,EQ,        38.25,               2340640558.00,61762303
,IDBIGOLD,EQ,      4094.20,                   593144.40,144
,IDEA,EQ,        10.30,               1334734112.25,130052014
,IDFC,EQ,        53.05,                388327870.30,7284094
,IDFCFIRSTB,EQ,        66.85,               1490666023.90,22266796
,IDFCFIRSTB,ND,      5195.00,                   552805.00,106
,IDFCFIRSTB,NC,     10672.00,                    85328.00,8
,IDFCFIRSTB,NE,     10750.00,                    10750.00,1
,IDFCFIRSTB,N8,     10946.00,                   120406.07,11
,IDFCFIRSTB,NA,     11060.00,                   266120.08,24
,IDFCFIRSTB,N9,      5150.00,                   138552.18,27
,IDFNIFTYET,EQ,       158.49,                    11346.24,72
,IEX,EQ,       307.95,                816544214.05,2634359
,IFBAGRO,EQ,       428.55,                  1402444.80,3260
,IFBIND,EQ,      1127.50,                 38432867.70,34096
,IFCI,EQ,        14.30,                850286950.80,60992621
,IFCI,NL,      1040.00,                     3130.00,3
,IFCI,NH,      1079.50,                   764005.00,720
,IFGLEXPOR,EQ,       262.50,                  9227592.25,34962
,IGARASHI,EQ,       319.65,                 64656616.95,201020
,IGPL,EQ,       512.95,                 22268775.10,42833
,IIFCL,N4,      1385.00,                    30542.00,22
,IIFL,EQ,       299.55,                167395927.15,556817
,IIFL,N5,      1026.00,                     3078.00,3
,IIFL,NC,       990.81,                    55682.17,56
,IIFL,N4,      1017.00,                  1420348.60,1395
,IIFL,N9,      1022.80,                  1639319.40,1603
,IIFL,N6,      1004.00,                  1308610.00,1300
,IIFL,NA,      1100.00,                    55000.00,50
,IIFL,NB,      1098.50,                    21970.00,20
,IIFLSEC,EQ,        55.50,                 45803854.95,815642
,IIFLWAM,EQ,      1198.45,                 15134075.60,12626
,IITL,EQ,        59.35,                    55588.25,942
,IL&FSENGG,BZ,         3.35,                   355040.10,106774
,IL&FSTRANS,BZ,         2.30,                    38508.90,16743
,IMAGICAA,EQ,         7.55,                  2319583.85,313496
,IMFA,EQ,       464.15,                  8293710.05,17875
,IMPAL,EQ,       704.20,                  4692494.25,6623
,IMPEXFERRO,EQ,          .75,                    62323.50,83098
,INDBANK,EQ,        13.80,                  1771010.35,126832
,INDHOTEL,EQ,       125.90,                119701700.90,950440
,INDIACEM,EQ,       170.95,                216854366.50,1260660
,INDIAGLYCO,EQ,       578.40,                130997459.50,227741
,INDIAMART,EQ,      8401.05,               3202657673.75,389886
,INDIANB,EQ,       134.80,                204712932.80,1502020
,INDIANCARD,EQ,       153.20,                   581443.40,3845
,INDIANHUME,EQ,       197.30,                 11467832.05,58257
,INDIGOPNTS,EQ,      2515.60,                128188790.45,51215
,INDIGRID,IV,       132.00,                 13854440.88,105462
,INDLMETER,EQ,        16.60,                    52904.70,3237
,INDNIPPON,EQ,       385.50,                  4735431.10,12364
,INDOCO,EQ,       286.15,                 38855305.20,134619
,INDORAMA,EQ,        38.85,                  1324197.10,33650
,INDOSOLAR,BZ,         2.30,                   417666.40,183707
,INDOSTAR,EQ,       326.80,                  4425556.65,13477
,INDOTECH,EQ,       103.20,                  5320345.30,51191
,INDOTHAI,BE,        50.10,                   189454.10,3796
,INDOWIND,BE,         4.35,                   235557.85,53541
,INDRAMEDCO,EQ,        54.00,                  9396134.45,173357
,INDSWFTLAB,EQ,        78.55,                  5809645.75,74615
,INDSWFTLTD,BE,         3.70,                    10079.90,2642
,INDTERRAIN,BE,        34.95,                  5413817.00,154612
,INDUSTOWER,EQ,       254.80,                428846113.95,1699707
,INEOSSTYRO,EQ,       965.70,                 24079288.00,24854
,INFIBEAM,EQ,        94.75,                878644420.15,9210100
,INFOBEAN,EQ,       147.90,                  2817007.95,18934
,INFOMEDIA,BE,         3.75,                   131201.05,34402
,INFRABEES,EQ,       442.39,                   424605.96,963
,INGERRAND,EQ,       731.20,                  6953010.75,9510
,INNOVANA,SM,        85.00,                    85000.00,1000
,INNOVATIVE,SM,         8.75,                   288750.00,33000
,INOXLEISUR,EQ,       326.40,                115887839.75,355336
,INOXWIND,EQ,        68.20,                 14103823.65,202636
,INSECTICID,EQ,       456.30,                  7195760.80,15683
,INSPIRISYS,EQ,        45.15,                  1153196.45,25034
,INTEGRA,BE,         2.80,                    22400.00,8000
,INTELLECT,EQ,       484.20,                185283192.80,382645
,INTENTECH,EQ,        34.40,                   620919.40,17888
,INVENTURE,EQ,        29.90,                 10264105.50,347005
,IOB,EQ,        17.25,                 97817787.75,5624826
,IOLCP,EQ,       622.60,                222721732.90,355457
,IPCALAB,EQ,      1938.75,                295351306.40,153284
,IRB,EQ,       122.15,                239311184.40,1964996
,IRBINVIT,IV,        59.69,                 47658225.00,805000
,IRCON,EQ,        88.10,                303450663.35,3426570
,IRCTC,EQ,      2018.50,               3435376806.15,1695813
,IREDA,N4,      1085.90,                   383322.70,353
,IREDA,N5,      1260.56,                   169947.85,135
,IRFC,EQ,        24.85,                283591378.40,11360743
,IRFC,N1,      1067.50,                   217768.00,204
,IRFC,NO,      1246.20,                  6782530.00,5450
,IRFC,NN,      1155.99,                    10403.91,9
,IRFC,NA,      1350.00,                   143220.00,106
,IRFC,N3,      1081.00,                    43240.00,40
,IRFC,NF,      1349.99,                    38136.28,33
,IRFC,NI,      1124.41,                    15741.74,14
,IRFC,NJ,      1235.00,                    97565.00,79
,IRFC,N4,      1224.90,                     1224.90,1
,IRFC,N2,      1210.00,                   139047.03,115
,IRFC,NE,      1419.99,                    32697.99,23
,IRFC,N7,      1201.00,                   120100.00,100
,IRISDOREME,EQ,        94.80,                 13737844.65,143138
,ISEC,EQ,       406.25,                 76926267.95,188344
,ISFT,EQ,        65.30,                  2643206.95,41343
,ISMTLTD,EQ,        10.30,                   849278.25,83083
,ITDC,EQ,       449.15,               3678616952.55,8597024
,ITDCEM,EQ,        83.20,                 38513028.85,461290
,ITI,EQ,       128.70,                113219166.40,874647
,IVC,EQ,         4.50,                   697292.75,156011
,IVP,BE,       127.80,                    57286.15,452
,IVZINGOLD,EQ,      4040.00,                   198331.10,49
,IVZINNIFTY,EQ,      1635.03,                   310540.80,190
,IZMO,EQ,        54.10,                   888158.85,16377
,J&KBANK,EQ,        29.05,                 34348811.70,1174598
,JAGRAN,EQ,        56.25,                 19153789.55,340104
,JAGSNPHARM,EQ,        89.05,                 20063897.05,224253
,JAIBALAJI,BE,        32.00,                  2873483.20,89338
,JAICORPLTD,EQ,        99.65,                145843537.95,1450606
,JAINSTUDIO,BZ,         2.15,                     1096.00,505
,JAMNAAUTO,EQ,        69.95,                183054541.15,2599669
,JASH,EQ,       286.10,                  3104024.05,10923
,JAYAGROGN,EQ,       143.90,                  2221428.15,15301
,JAYBARMARU,EQ,       244.45,                  3734559.20,15227
,JAYNECOIND,EQ,        11.70,                 24253364.50,2149507
,JAYSREETEA,EQ,        74.05,                 13353894.95,178089
,JBCHEPHARM,EQ,      1207.65,                110809460.05,91794
,JBFIND,EQ,        11.40,                  2095886.60,181732
,JBMA,EQ,       447.35,                 38043968.35,85799
,JCHAC,EQ,      2732.80,                 39637223.15,14470
,JETAIRWAYS,BZ,       109.35,                 16408771.00,148984
,JETFREIGHT,SM,        17.50,                   628800.00,36000
,JETKNIT,SM,        19.80,                   117750.00,6000
,JHS,BE,        23.30,                   547700.30,23367
,JIKIND,BE,          .50,                     1339.50,2679
,JINDALPHOT,EQ,        43.70,                   953158.70,22026
,JINDALPOLY,EQ,       780.25,                384797687.25,509935
,JINDALSAW,EQ,        83.55,                143040407.00,1718557
,JINDALSTEL,EQ,       320.35,               2187963617.55,6903410
,JINDRILL,EQ,        99.55,                  2551462.10,25691
,JINDWORLD,EQ,        53.95,                  9323764.20,169681
,JISLDVREQS,BE,        14.65,                   825608.65,56547
,JISLJALEQS,EQ,        24.90,                221136425.45,8856569
,JITFINFRA,BE,         8.95,                   274311.05,30499
,JIYAECO,BE,         6.20,                   260721.15,41567
,JKCEMENT,EQ,      2898.35,                509595731.40,172330
,JKIL,EQ,       194.70,                 23746482.65,121890
,JKLAKSHMI,EQ,       428.80,                173564210.80,402011
,JKPAPER,EQ,       150.55,                 86879704.65,571432
,JKTYRE,EQ,       123.15,                126131617.80,1020055
,JMA,EQ,        34.00,                   177841.35,5226
,JMCPROJECT,EQ,        82.70,                 54339663.75,643235
,JMFINANCIL,EQ,        94.55,                227265960.40,2378594
,JMTAUTOLTD,BE,         2.85,                  1025310.15,362306
,JOCIL,EQ,       158.60,                   780620.35,4911
,JPASSOCIAT,EQ,         8.00,                101331147.60,12551362
,JPINFRATEC,EQ,         1.90,                  3828987.05,2004875
,JPPOWER,EQ,         2.80,                 27761218.90,9757040
,JSL,EQ,        72.75,                 32389098.50,444797
,JSLHISAR,EQ,       123.70,                 28215920.75,228182
,JSWENERGY,EQ,        86.85,                998643984.40,11468549
,JSWHL,EQ,      3727.65,                  5962085.75,1586
,JSWISPL,EQ,        25.80,                  6915624.65,267567
,JTEKTINDIA,EQ,        90.00,                 14696179.40,161586
,JUBLFOOD,EQ,      3001.60,               1363188235.35,453299
,JUBLINDS,EQ,       210.05,                  6502580.20,30826
,JUBLPHARMA,EQ,       766.75,                 37845488.55,49467
,JUMPNET,EQ,        11.80,                   985854.60,83547
,JUNIORBEES,EQ,       367.50,                  8298072.60,22602
,JUSTDIAL,EQ,       988.10,               1795183094.35,1798330
,JYOTHYLAB,EQ,       148.65,                117360433.75,788958
,JYOTISTRUC,BZ,         4.20,                  2432072.10,574842
,KABRAEXTRU,EQ,       149.85,                 30953108.85,207782
,KAJARIACER,EQ,       996.70,                196879802.55,200185
,KAKATCEM,EQ,       185.05,                  2397095.70,12932
,KALPATPOWR,EQ,       386.65,                 69069427.75,175857
,KALYANIFRG,BE,       212.95,                   840537.40,3958
,KAMATHOTEL,EQ,        36.00,                  2533698.60,70226
,KAMDHENU,EQ,       140.15,                  6958604.85,49772
,KANANIIND,EQ,         4.65,                    57873.05,12228
,KANORICHEM,BE,        93.75,                  2753736.60,29199
,KANPRPLA,EQ,       161.00,                  5326287.70,32740
,KANSAINER,EQ,       577.35,                218473722.90,375544
,KAPSTON,BE,        99.95,                     5594.30,54
,KARDA,EQ,       117.05,                 14407397.30,122270
,KARMAENG,BE,        16.00,                     5625.75,353
,KARURVYSYA,EQ,        61.05,                106708821.15,1734871
,KAUSHALYA,EQ,         1.95,                    30016.35,15393
,KAYA,EQ,       320.00,                  8007681.30,24802
,KCP,EQ,        81.10,                 29030032.00,357214
,KCPSUGIND,EQ,        16.40,                  3686471.30,223392
,KDDL,EQ,       286.55,                  1090039.90,3751
,KEC,EQ,       448.75,                 50198465.85,110762
,KECL,EQ,        13.95,                   786994.15,56221
,KEERTI,EQ,        28.55,                  1806512.25,63587
,KEI,EQ,       490.90,                 30184606.70,61211
,KELLTONTEC,EQ,        72.95,                 28674850.00,387315
,KENNAMET,EQ,      1128.70,                  3049933.15,2709
,KERNEX,BE,        37.95,                   412094.70,10866
,KESORAMIND,EQ,        82.00,                173340076.05,2150565
,KEYFINSERV,EQ,        63.20,                    41076.55,653
,KGL,BZ,          .30,                   135107.05,468357
,KHADIM,EQ,       172.85,                  8022397.15,46359
,KHAICHEM,EQ,        25.25,                 13622226.05,532922
,KHANDSE,EQ,        12.90,                    45439.55,3509
,KICL,EQ,      1566.90,                   980862.95,628
,KILITCH,EQ,        85.15,                   731345.30,8627
,KINGFA,EQ,       667.35,                  8705610.40,12918
,KIOCL,EQ,       160.85,                 16030264.40,98867
,KIRIINDUS,EQ,       464.15,                 86648076.25,184733
,KIRLFER,EQ,       163.20,                 37710009.10,233213
,KIRLOSBROS,EQ,       190.85,                 15129112.05,79216
,KIRLOSENG,EQ,       158.70,                 38640111.50,243211
,KIRLOSIND,EQ,      1299.75,                  4072840.95,3127
,KITEX,EQ,       112.00,                155540296.35,1380280
,KKCL,EQ,       930.75,                  5195471.45,5538
,KMSUGAR,EQ,        12.95,                  3426991.70,262531
,KNRCON,EQ,       215.05,                224110263.20,1047951
,KOKUYOCMLN,EQ,        63.65,                 11814058.05,185727
,KOLTEPATIL,EQ,       245.60,                 25145383.80,103110
,KOPRAN,EQ,       113.35,                 26552661.30,231090
,KOTAKBKETF,EQ,       363.43,                 47200442.98,129885
,KOTAKGOLD,EQ,       390.45,                 17142735.05,43801
,KOTAKIT,EQ,        26.10,                   668182.30,25696
,KOTAKNIFTY,EQ,       158.52,                  8339967.65,52656
,KOTAKNV20,EQ,        78.59,                   190373.81,2413
,KOTAKPSUBK,EQ,       230.37,                 10265024.95,44444
,KOTARISUG,EQ,        23.50,                   956877.70,40328
,KOTHARIPET,EQ,        27.45,                  1310146.90,48503
,KOTHARIPRO,EQ,        71.10,                   247853.10,3463
,KPITTECH,EQ,       159.65,               1972931112.85,12204967
,KPRMILL,EQ,      1073.65,                157340907.40,149509
,KRBL,EQ,       191.55,                119497041.10,618584
,KREBSBIO,EQ,       104.75,                  1753927.35,16690
,KRIDHANINF,EQ,         4.00,                   416412.75,106647
,KRISHANA,EQ,        75.45,                   439896.00,6031
,KRITIKA,SM,        36.00,                   144000.00,4000
,KSB,EQ,       810.10,                 11236614.20,13798
,KSCL,EQ,       508.35,                 88000657.90,171789
,KSL,EQ,       319.80,                 14209749.75,44531
,KSOLVES,SM,       698.00,                   620385.00,900
,KTKBANK,EQ,        68.05,                127750988.80,1875188
,KUANTUM,EQ,        70.35,                 11955611.05,175426
,L&TFH,EQ,       106.00,                893787714.65,8437286
,L&TFINANCE,NA,      1197.51,                   122145.00,102
,L&TFINANCE,Y7,      1071.00,                    29989.00,28
,L&TFINANCE,Y1,      1111.95,                    44478.00,40
,L&TFINANCE,NY,      1034.00,                   103400.00,100
,L&TFINANCE,Y5,      1059.00,                    52950.00,50
,L&TFINANCE,NC,      1079.85,                   296746.00,275
,L&TFINANCE,NQ,      1084.90,                   108490.00,100
,LAGNAM,SM,        14.15,                    83250.00,6000
,LAKPRE,BZ,         4.95,                      316.80,64
,LALPATHLAB,EQ,      2350.15,                157357970.00,66916
,LAMBODHARA,EQ,        63.50,                 15653751.25,241770
,LAOPALA,EQ,       226.15,                 47291020.70,208688
,LASA,EQ,        68.20,                  7900240.60,115266
,LAURUSLABS,EQ,       365.00,               1460243858.75,4060225
,LAXMICOT,SM,        10.00,                    60000.00,6000
,LAXMIMACH,EQ,      6741.70,                102044643.00,15459
,LEMONTREE,EQ,        41.90,                 29624803.25,705108
,LEXUS,SM,        17.00,                    69000.00,4000
,LFIC,EQ,        82.95,                    19034.25,234
,LGBBROSLTD,EQ,       351.40,                290927280.85,822524
,LGBFORGE,BE,         4.00,                   264407.15,66620
,LIBAS,BE,        46.85,                   892195.25,19321
,LIBERTSHOE,EQ,       140.70,                  4491264.60,31882
,LICHSGFIN,EQ,       433.15,                831714047.10,1920663
,LICNETFGSC,EQ,        21.54,                    62047.67,2882
,LICNETFN50,EQ,       160.40,                   163834.78,1025
,LICNETFSEN,EQ,       537.50,                   612559.88,1136
,LICNFNHGP,EQ,       156.13,                   182100.36,1163
,LIKHITHA,EQ,       318.85,                 26330830.80,82630
,LINCOLN,EQ,       251.10,                187908125.55,744923
,LINCPEN,EQ,       169.55,                  1507511.65,8893
,LINDEINDIA,EQ,      1630.05,                 62852917.40,38867
,LIQUIDBEES,EQ,      1000.00,                639039394.09,639039
,LIQUIDETF,EQ,       999.99,                 16389029.11,16389
,LOKESHMACH,BE,        35.85,                   143823.85,4064
,LOTUSEYE,EQ,        39.75,                  3330040.85,84538
,LOVABLE,EQ,        91.10,                  1820953.00,19958
,LPDC,BE,         2.10,                    34198.70,15814
,LSIL,EQ,         1.30,                  2162881.50,1663755
,LTMFEOF2R,MF,        14.89,                  1970315.00,139000
,LTTS,EQ,      2759.95,               2093786058.10,745642
,LUMAXIND,EQ,      1646.20,                  8346251.55,5002
,LUMAXTECH,EQ,       160.60,                 17124739.05,106679
,LUXIND,EQ,      1784.55,                159133564.45,90251
,LYKALABS,BE,        27.20,                   954765.35,34836
,LYPSAGEMS,EQ,         5.20,                    92835.25,18003
,M&MFIN,EQ,       211.55,                917603270.05,4352952
,M&MFIN,N2,      1124.00,                   431406.00,384
,M&MFIN,N3,      1551.00,                    15510.00,10
,M100,EQ,        25.96,                  1154315.32,44539
,M14RG,MF,         9.99,                   320280.00,32038
,M15RD,MF,         8.83,                    66225.00,7500
,M15RG,MF,         9.25,                      925.00,100
,M50,EQ,       147.39,                   275009.71,1868
,MAANALU,EQ,       155.90,                  1305850.00,8355
,MACPOWER,BE,        96.95,                   222809.60,2291
,MADHAV,EQ,        56.30,                  4294447.10,75946
,MADHUCON,EQ,         6.85,                   221640.60,31554
,MADRASFERT,BE,        29.50,                  7395762.30,249728
,MAESGETF,EQ,        25.57,                    46680.23,1826
,MAGADSUGAR,EQ,       117.65,                   888037.50,7512
,MAGMA,EQ,       135.40,                647554842.10,4783917
,MAGNUM,EQ,         5.60,                   337001.15,60830
,MAHABANK,EQ,        23.00,                121642514.15,5253068
,MAHAPEXLTD,BE,        73.60,                   590396.80,8030
,MAHASTEEL,EQ,        88.25,                  4144535.90,45858
,MAHEPC,EQ,       162.00,                 23303862.50,142578
,MAHESHWARI,EQ,        85.85,                  4565872.90,53591
,MAHICKRA,SM,        79.90,                  1076475.00,13500
,MAHINDCIE,EQ,       171.35,                 48779916.05,281599
,MAHLIFE,EQ,       539.50,                 20166116.90,37226
,MAHLOG,EQ,       551.90,                135150583.85,243695
,MAHSCOOTER,EQ,      3676.25,                  9399997.80,2541
,MAHSEAMLES,EQ,       284.60,                 42417508.20,147710
,MAITHANALL,EQ,       595.75,                 16122927.70,26966
,MAJESCO,BE,        86.05,                  5986068.25,69565
