,30-Apr-2021
The Nifty witnessed an intraday movement of about 253.75 points.The closing index was 1.77 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 80367.63
, Traded Quantity (in Lakhs), 33514.98
, Number of Trades, 21913859
, Total Market Capitalisation (Rs. Crores), 20556970.9

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14894.90,     14747.35,     14855.45,     14601.70,     14631.10,-263.8
,NIFTY50 EQL Wgt,     16456.00,     16337.10,     16521.55,     16290.55,     16331.40,-124.6
,NIFTY100 EQL Wgt,     17278.95,     17175.20,     17365.50,     17138.35,     17189.45,-89.5
,NIFTY100 LowVol30,     11273.10,     11224.05,     11310.40,     11175.75,     11196.10,-77
,NIFTY Alpha 50,     24681.25,     24481.45,     24781.80,     24437.60,     24547.70,-133.55
,NIFTY MIDCAP 150,      9168.30,      9113.55,      9203.90,      9090.65,      9128.70,-39.6
,NIFTY SMLCAP 50,      4309.20,      4285.10,      4329.25,      4270.15,      4283.05,-26.15
,NIFTY SMLCAP 250,      7293.05,      7250.80,      7333.75,      7238.40,      7271.15,-21.9
,NIFTY MIDSML 400,      8496.40,      8446.15,      8533.25,      8427.60,      8463.05,-33.35
,NIFTY200 QUALTY30,     12194.00,     12142.60,     12224.85,     12076.30,     12108.80,-85.2
,Nifty FinSrv25 50,     15806.50,     15601.10,     15676.25,     15375.80,     15403.75,-402.75
,NIFTY AlphaLowVol,     14340.05,     14286.40,     14408.45,     14264.25,     14288.40,-51.65
,Nifty200Momentm30,     16466.65,     16370.30,     16587.15,     16303.95,     16351.85,-114.8
,Nifty100ESGSecLdr,      2540.95,      2519.95,      2535.85,      2492.00,      2496.30,-44.65
,Nifty IT,     25874.30,     25777.75,     26154.30,     25593.90,     25664.45,-209.85
,Nifty Next 50,     34926.20,     34746.35,     35129.30,     34676.35,     34759.20,-167
,Nifty Bank,     33714.50,     33112.40,     33455.25,     32663.40,     32781.80,-932.7
,NIFTY MIDCAP 100,     24286.45,     24109.70,     24410.50,     24032.70,     24195.90,-90.55
,Nifty 500,     12532.80,     12425.80,     12524.10,     12341.20,     12364.35,-168.45
,Nifty 100,     15029.95,     14891.25,     15005.40,     14760.30,     14790.60,-239.35
,Nifty Midcap 50,      6765.50,      6710.95,      6821.50,      6677.15,      6725.20,-40.3
,Nifty Realty,       312.20,       308.50,       313.35,       307.70,       309.60,-2.6
,Nifty Infra,      4067.35,      4040.90,      4117.20,      4031.60,      4053.10,-14.25
,Nifty Energy,     18063.10,     17926.70,     18387.35,     17897.05,     18031.10,-32
,Nifty FMCG,     34009.00,     33970.25,     34098.90,     33544.85,     33623.45,-385.55
,Nifty MNC,     16051.65,     16018.35,     16089.35,     15905.60,     15935.75,-115.9
,Nifty Pharma,     13298.65,     13271.35,     13619.55,     13263.35,     13469.25,170.6
,Nifty PSE,      3125.05,      3104.60,      3226.00,      3093.30,      3175.85,50.8
,Nifty PSU Bank,      2076.80,      2045.00,      2103.60,      2035.00,      2055.25,-21.55
,Nifty Serv Sector,     20863.90,     20595.65,     20766.55,     20345.90,     20387.55,-476.35
,India VIX,23.3050,23.3050,23.7650,22.5975,23.0275,-0.2775
,Nifty Auto,      9773.70,      9701.30,      9780.35,      9619.00,      9640.85,-132.85
,Nifty Metal,      4855.30,      4819.60,      4936.50,      4791.65,      4847.95,-7.35
,Nifty Media,      1553.55,      1540.65,      1571.60,      1536.35,      1547.95,-5.6
,NIFTY SMLCAP 100,      8599.15,      8544.70,      8645.10,      8524.80,      8565.10,-34.05
,Nifty 200,      7796.30,      7726.25,      7787.25,      7668.50,      7683.95,-112.35
,Nifty Div Opps 50,      3053.35,      3039.70,      3070.45,      3027.85,      3033.90,-19.45
,Nifty Commodities,      4714.85,      4687.00,      4760.70,      4668.90,      4699.85,-15
,Nifty Consumption,      5917.80,      5887.30,      5917.35,      5820.80,      5836.95,-80.85
,Nifty Fin Service,     16047.05,     15790.80,     15872.95,     15526.60,     15560.10,-486.95
,Nifty50 Div Point,         6.67,         6.67,         6.67,         6.67,         6.67,0
,Nifty100 Liq 15,      3730.35,      3684.15,      3737.85,      3673.50,      3684.45,-45.9
,Nifty CPSE,      1787.30,      1776.25,      1845.85,      1770.85,      1813.75,26.45
,Nifty GrowSect 15,      7190.40,      7173.45,      7219.45,      7123.55,      7138.30,-52.1
,Nifty50 PR 2x Lev,      6721.05,      6587.30,      6684.75,      6456.45,      6482.40,-238.65
,Nifty50 PR 1x Inv,       294.25,       297.20,       300.05,       295.05,       299.50,5.25
,Nifty50 TR 2x Lev,      8978.45,      8799.75,      8929.95,      8625.00,      8659.65,-318.8
,Nifty50 TR 1x Inv,       254.70,       257.25,       259.70,       255.40,       259.20,4.5
,Nifty50 Value 20,      7470.60,      7433.35,      7515.45,      7391.10,      7409.35,-61.25
,Nifty Mid Liq 15,      5757.90,      5721.75,      5820.90,      5686.50,      5700.25,-57.65
,Nifty Pvt Bank,     18006.30,     17711.95,     17927.45,     17524.15,     17582.45,-423.85
,NIFTY100 Qualty30,      3299.20,      3277.70,      3299.20,      3259.10,      3266.80,-32.4
,Nifty GS 8 13Yr,      2247.94,      2248.32,      2251.57,      2247.62,      2250.57,2.63
,Nifty GS 10Yr,      2042.20,      2042.53,      2046.59,      2040.77,      2044.41,2.21
,Nifty GS 10Yr Cln,       953.67,       953.67,       955.61,       952.83,       954.57,.9
,Nifty GS 4 8Yr,      2411.75,      2412.12,      2414.06,      2410.62,      2412.41,.66
,Nifty GS 11 15Yr,      2411.47,      2411.91,      2415.67,      2411.37,      2412.42,.95
,Nifty GS 15YrPlus,      2655.65,      2656.14,      2658.54,      2656.14,      2657.12,1.47
,Nifty GS Compsite,      2297.73,      2298.12,      2300.50,      2297.39,      2298.59,.86

,ADVANCES,799
,DECLINES,1087
,UNCHANGED,105

,Total securities that have hit their price bands today,275

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,      1031.35,      1034.00,0.26,2902.85
,UTTAMSUGAR,EQ,       131.60,                326661344.60,2572443
,V2RETAIL,EQ,       106.45,                  2447261.25,22702
,VADILALIND,EQ,       929.95,                 48167484.45,51883
,VAIBHAVGBL,EQ,      4169.80,                144486099.55,34482
,VAISHALI,EQ,        38.20,                  1816562.80,47554
,VAKRANGEE,EQ,        50.95,                138610479.60,2712779
,VALIANTORG,EQ,      1547.35,                266658740.10,171112
,VARDHACRLC,EQ,        37.00,                  3213786.55,86754
,VARDMNPOLY,EQ,        18.35,                   704878.75,38314
,VARROC,EQ,       370.85,                 19886345.55,52811
,VASCONEQ,EQ,        15.80,                  8138984.90,511448
,VASWANI,EQ,         9.30,                   708064.55,74244
,VBL,EQ,       950.55,                425495819.95,444033
,VEDL,EQ,       257.25,               5689740652.80,21911292
,VENKEYS,EQ,      1556.55,                 45529189.40,29084
,VENUSREM,EQ,       312.80,                 10307488.10,32685
,VERTOZ,EQ,       245.30,                 43033600.60,174220
,VESUVIUS,EQ,      1058.30,                 11022258.15,10370
,VETO,EQ,       130.55,                  2091290.35,15865
,VGUARD,EQ,       223.10,                 75847891.80,339067
,VHL,EQ,      1719.85,                  2523656.95,1459
,VICEROY,BE,         2.00,                    40018.45,20067
,VIDEOIND,BZ,         3.90,                   797719.80,200436
,VIDHIING,EQ,       186.35,                 14974364.10,79418
,VIJIFIN,EQ,          .95,                   618286.60,651406
,VIKASECO,EQ,         1.90,                  8570429.60,4490631
,VIKASMCORP,EQ,         3.00,                  8904441.60,2930233
,VIKASPROP,EQ,         2.20,                  1986908.25,885792
,VIKASWSP,EQ,         6.75,                  2164028.25,316007
,VIMTALABS,EQ,       256.70,                150003402.55,575590
,VINATIORGA,EQ,      1697.70,                287907019.30,167717
,VINDHYATEL,EQ,       808.90,                  5120270.35,6346
,VINYLINDIA,EQ,       126.85,                 14236481.35,110263
,VIPCLOTHNG,EQ,        12.95,                   459507.60,35249
,VIPIND,EQ,       345.40,                103900414.80,297532
,VIPULLTD,EQ,        26.95,                   181225.05,6645
,VISAKAIND,EQ,       580.90,                 95124988.90,161738
,VISASTEEL,EQ,         7.75,                   369451.05,48102
,VISHAL,EQ,        49.50,                  5140083.65,104098
,VISHNU,EQ,       330.50,                  4953859.40,14978
,VISHWARAJ,EQ,       115.00,                  9960336.45,85006
,VIVIDHA,EQ,          .70,                   503294.55,733569
,VIVIMEDLAB,EQ,        34.00,                  5835794.00,171641
,VLSFINANCE,EQ,        86.60,                  3476247.10,39596
,VMARCIND,SM,        41.25,                  2199900.00,54000
,VMART,EQ,      2652.60,                 25943419.00,9742
,VOLTAMP,EQ,      1080.90,                  4312910.40,3973
,VOLTAS,EQ,       957.15,               1350212722.50,1402209
,VRLLOG,EQ,       216.65,                 12636615.20,57929
,VSCL,SM,        15.20,                    91200.00,6000
,VSSL,EQ,       204.30,                 86656526.80,422819
,VSTIND,EQ,      3229.10,                 11548178.35,3581
,VSTTILLERS,EQ,      1820.10,                  7917681.00,4347
,VTL,EQ,      1171.90,                 44418838.05,37845
,WABAG,EQ,       248.55,                 64774887.95,256347
,WABCOINDIA,EQ,      6745.25,                 43156929.75,6302
,WALCHANNAG,EQ,        62.70,                 52030679.90,816586
,WANBURY,BE,       105.40,                  3057784.40,28925
,WATERBASE,EQ,       105.75,                  8716788.95,81483
,WEALTH,BE,       122.85,                    77441.45,633
,WEBELSOLAR,EQ,        39.70,                  5402416.05,136033
,WEIZMANIND,EQ,        42.75,                   115563.25,2718
,WELCORP,EQ,       142.90,                132380481.05,915960
,WELENT,EQ,       102.20,                  9045372.85,87644
,WELINV,EQ,       400.35,                   471299.95,1179
,WELSPUNIND,EQ,        79.50,                103764454.75,1293844
,WENDT,EQ,      3215.40,                  1888789.30,588
,WESTLIFE,EQ,       437.15,                 18348236.85,42033
,WHEELS,EQ,       445.00,                  3847067.65,8567
,WHIRLPOOL,EQ,      2221.45,                351065725.90,158285
,WILLAMAGOR,EQ,        18.40,                   334437.15,18499
,WINDMACHIN,EQ,        29.90,                  2768526.35,91802
,WIPL,BE,        57.00,                      171.00,3
,WOCKPHARMA,EQ,       514.65,               1209080255.75,2313729
,WONDERLA,EQ,       178.10,                  5404704.20,30341
,WORTH,EQ,        56.35,                  1904924.25,33643
,WSI,BE,         4.50,                     2844.00,632
,WSTCSTPAPR,EQ,       203.75,                 24153858.15,116626
,XCHANGING,EQ,        67.45,                  8007957.60,119615
,XELPMOC,EQ,       283.25,                  5440004.45,19141
,XPROINDIA,BE,       128.95,                  1718129.80,13324
,YAARII,EQ,        93.00,                 43700947.75,470444
,YESBANK,EQ,        14.55,               1441080167.95,98365622
,ZEEL,EQ,       185.60,               2144439864.30,11435285
,ZEEL,P2,         1.95,                     7939.35,4099
,ZEELEARN,EQ,        10.10,                  2309690.00,229360
,ZEEMEDIA,EQ,         6.45,                 11140493.75,1738865
,ZENITHEXPO,EQ,        69.65,                   106158.35,1537
,ZENITHSTL,EQ,          .95,                    23317.75,24545
,ZENSARTECH,EQ,       264.30,                110857499.85,416876
,ZENTEC,EQ,        74.45,                 11801568.65,157268
,ZODIACLOTH,EQ,        91.00,                  3093073.20,33701
,ZODJRDMKJ,EQ,        27.45,                    36907.75,1375
,ZOTA,EQ,       152.45,                  1017685.40,6648
,ZUARI,EQ,        89.05,                  4220970.35,47062
,ZUARIGLOB,EQ,        78.85,                  1417572.15,18079
,ZYDUSWELL,EQ,      2097.90,                 56018519.75,26694
