,15-Mar-2021
The Nifty witnessed an intraday movement of about 302.55 points.The closing index was 0.67 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 60004.18
, Traded Quantity (in Lakhs), 28221.39
, Number of Trades, 20212523
, Total Market Capitalisation (Rs. Crores), 20565517.96

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     15030.95,     15048.40,     15048.40,     14745.85,     14929.50,-101.45
,NIFTY50 EQL Wgt,     16290.90,     16344.45,     16344.45,     16006.15,     16241.55,-49.35
,NIFTY100 EQL Wgt,     17203.50,     17264.00,     17266.25,     16906.15,     17128.85,-74.65
,NIFTY100 LowVol30,     11333.30,     11345.45,     11348.35,     11190.65,     11287.95,-45.35
,NIFTY Alpha 50,     22517.80,     22660.85,     22660.85,     22192.55,     22460.35,-57.45
,NIFTY MIDCAP 150,      9144.40,      9190.40,      9193.50,      8989.05,      9081.95,-62.45
,NIFTY SMLCAP 50,      4259.30,      4285.05,      4286.65,      4181.25,      4214.05,-45.25
,NIFTY SMLCAP 250,      7212.80,      7255.55,      7259.90,      7097.65,      7159.70,-53.1
,NIFTY MIDSML 400,      8455.55,      8500.50,      8503.65,      8319.80,      8396.40,-59.15
,NIFTY200 QUALTY30,     12328.85,     12344.05,     12350.00,     12185.75,     12290.90,-37.95
,Nifty FinSrv25 50,     16181.95,     16211.25,     16211.25,     15738.55,     15980.95,-201
,NIFTY AlphaLowVol,     13946.65,     13977.75,     13992.75,     13767.25,     13891.45,-55.2
,Nifty200Momentm30,     14724.70,     14781.60,     14785.75,     14492.60,     14696.35,-28.35
,Nifty100ESGSecLdr,      2549.80,      2552.10,      2552.60,      2510.90,      2534.45,-15.35
,Nifty IT,     25888.25,     25859.15,     26094.15,     25651.80,     26032.05,143.8
,Nifty Next 50,     34808.95,     34946.45,     34958.60,     34201.10,     34624.10,-184.85
,Nifty Bank,     35496.65,     35544.25,     35544.25,     34430.65,     35182.55,-314.1
,NIFTY MIDCAP 100,     24115.60,     24238.65,     24239.80,     23654.70,     23952.30,-163.3
,Nifty 500,     12593.90,     12623.05,     12624.30,     12364.95,     12510.15,-83.75
,Nifty 100,     15140.15,     15163.25,     15165.40,     14856.30,     15040.85,-99.3
,Nifty Midcap 50,      6964.75,      7004.20,      7004.20,      6812.75,      6926.95,-37.8
,Nifty Realty,       349.35,       351.60,       351.60,       342.70,       347.95,-1.4
,Nifty Infra,      4232.35,      4249.90,      4251.55,      4147.20,      4202.35,-30
,Nifty Energy,     19318.30,     19440.15,     19440.85,     19005.75,     19322.90,4.6
,Nifty FMCG,     33068.50,     33172.60,     33179.80,     32720.00,     33058.85,-9.65
,Nifty MNC,     16131.55,     16203.85,     16203.85,     15951.20,     16038.40,-93.15
,Nifty Pharma,     12184.25,     12213.75,     12215.15,     11848.30,     12024.50,-159.75
,Nifty PSE,      3296.35,      3310.70,      3310.70,      3250.75,      3300.85,4.5
,Nifty PSU Bank,      2311.90,      2326.95,      2326.95,      2252.95,      2315.65,3.75
,Nifty Serv Sector,     21249.95,     21248.50,     21250.95,     20832.05,     21096.95,-153
,India VIX,21.7075,21.7075,22.9325,20.9950,21.2275,-0.4800
,Nifty Auto,     10383.90,     10446.75,     10450.20,     10178.25,     10335.10,-48.8
,Nifty Metal,      3840.20,      3845.50,      3890.35,      3785.05,      3880.05,39.85
,Nifty Media,      1715.20,      1720.00,      1721.00,      1666.65,      1690.55,-24.65
,NIFTY SMLCAP 100,      8482.90,      8530.35,      8536.15,      8341.05,      8416.10,-66.8
,Nifty 200,      7839.75,      7855.15,      7855.95,      7692.55,      7788.10,-51.65
,Nifty Div Opps 50,      3071.95,      3078.85,      3079.85,      3040.15,      3074.05,2.1
,Nifty Commodities,      4469.10,      4491.25,      4491.50,      4397.00,      4476.25,7.15
,Nifty Consumption,      5910.45,      5938.25,      5938.35,      5831.80,      5875.85,-34.6
,Nifty Fin Service,     16506.35,     16518.30,     16518.30,     16056.20,     16301.25,-205.1
,Nifty50 Div Point,       110.23,       112.66,       112.66,       112.66,       112.66,2.43
,Nifty100 Liq 15,      3772.40,      3782.95,      3782.95,      3683.35,      3748.55,-23.85
,Nifty CPSE,      1890.05,      1893.05,      1894.65,      1861.45,      1888.05,-2
,Nifty GrowSect 15,      7182.45,      7191.15,      7191.15,      7023.85,      7105.60,-76.85
,Nifty50 PR 2x Lev,      6907.45,      6921.60,      6921.60,      6643.65,      6812.35,-95.1
,Nifty50 PR 1x Inv,       291.65,       291.40,       297.30,       291.40,       293.70,2.05
,Nifty50 TR 2x Lev,      9211.45,      9233.30,      9233.30,      8862.65,      9087.60,-123.85
,Nifty50 TR 1x Inv,       252.70,       252.40,       257.50,       252.40,       254.40,1.7
,Nifty50 Value 20,      7410.35,      7414.45,      7432.20,      7330.00,      7415.30,4.95
,Nifty Mid Liq 15,      5886.25,      5920.80,      5920.80,      5756.95,      5826.95,-59.3
,Nifty Pvt Bank,     19033.90,     19058.15,     19058.15,     18445.40,     18828.60,-205.3
,NIFTY100 Qualty30,      3361.40,      3362.75,      3363.60,      3318.15,      3348.20,-13.2
,Nifty GS 8 13Yr,      2200.56,      2200.94,      2201.29,      2197.88,      2201.09,.53
,Nifty GS 10Yr,      2001.42,      2001.75,      2006.60,      2000.48,      2006.60,5.18
,Nifty GS 10Yr Cln,       941.24,       941.24,       943.56,       940.63,       943.56,2.32
,Nifty GS 4 8Yr,      2356.13,      2356.49,      2357.87,      2355.84,      2357.87,1.74
,Nifty GS 11 15Yr,      2349.71,      2350.14,      2350.14,      2344.90,      2348.97,-.74
,Nifty GS 15YrPlus,      2594.47,      2594.96,      2594.96,      2594.96,      2594.96,.49
,Nifty GS Compsite,      2247.40,      2247.78,      2248.25,      2244.97,      2248.20,.8

,ADVANCES,691
,DECLINES,1316
,UNCHANGED,74

,Total securities that have hit their price bands today,397

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,AXISBANK,EQ,       750.60,       744.40,-0.83,1641.44
,TIDEWATER,EQ,      4460.95,                 15094425.05,3383
,TIIL,EQ,       376.30,                  8292748.20,21874
,TIINDIA,EQ,      1198.95,                225284523.90,188336
,TIJARIA,BE,         7.05,                    11234.15,1596
,TIL,EQ,       163.85,                  1014252.00,6162
,TIMESGTY,EQ,        24.90,                   100219.05,3985
,TIMETECHNO,EQ,        57.00,                 26441283.40,468515
,TIMKEN,EQ,      1269.65,                 66301433.30,52071
,TINPLATE,EQ,       165.80,                 33360111.75,201542
,TIPSINDLTD,BE,       508.15,                  5545301.75,10805
,TIRUMALCHM,EQ,       101.15,                 89870122.50,908499
,TMRVL,EQ,        14.55,                   708832.35,48717
,TNPETRO,EQ,        51.55,                 71421035.35,1360258
,TNPL,EQ,       142.95,                 37445601.00,265288
,TNTELE,BE,         4.95,                    21656.25,4375
,TOKYOPLAST,EQ,        69.75,                   159022.55,2274
,TORNTPOWER,EQ,       414.15,                533198253.75,1297309
,TOTAL,EQ,        47.05,                  3794806.45,81172
,TOUCHWOOD,BE,       128.65,                   523200.00,4416
,TPLPLASTEH,EQ,       156.95,                  1230678.85,7935
,TREEHOUSE,EQ,         7.60,                   671696.55,87926
,TREJHARA,EQ,        35.80,                   726990.60,20307
,TRENT,EQ,       845.85,                899785534.30,1045124
,TRF,EQ,        96.25,                  1566266.80,16228
,TRIDENT,EQ,        15.35,                381092139.00,25101729
,TRIGYN,EQ,        69.85,                  3338248.70,47822
,TRIL,EQ,        18.55,                 13781279.05,750043
,TRITURBINE,EQ,       100.40,                 33371378.75,333480
,TRIVENI,EQ,        88.90,                 96037029.95,1071132
,TTKHLTCARE,EQ,       549.45,                  1057897.10,1928
,TTKPRESTIG,EQ,      7544.65,                 27988584.30,3713
,TTL,EQ,        47.00,                   551410.95,11674
,TTML,BE,        15.10,                 45543746.15,3047524
,TV18BRDCST,EQ,        34.35,                248017307.10,7209868
,TVSELECT,BE,       140.40,                  5372706.70,37922
,TVSMOTOR,EQ,       592.35,                846150476.30,1440746
,TVSSRICHAK,EQ,      1829.45,                 19471953.10,10722
,TVTODAY,EQ,       264.20,                 27602382.35,102373
,TVVISION,EQ,         1.70,                    46964.20,27626
,TWL,EQ,        50.80,                 16994252.00,335145
,UCALFUEL,EQ,       154.15,                 18156890.25,115267
,UCOBANK,EQ,        14.05,                719397662.10,50424843
,UFLEX,EQ,       439.00,                434056020.65,993814
,UFO,EQ,        82.85,                  9468294.20,114253
,UGARSUGAR,EQ,        17.35,                  3188149.55,184905
,UJAAS,BE,         2.80,                  2912824.55,1049694
,UJJIVAN,EQ,       234.70,                162014332.50,684787
,UJJIVANSFB,EQ,        33.85,                 88776168.80,2621109
,UMANGDAIRY,EQ,        61.15,                  3689379.40,59198
,UMESLTD,BE,         3.95,                    62504.80,15824
,UNICHEMLAB,EQ,       314.50,                 30255831.25,96864
,UNIDT,EQ,       264.80,                  5287639.45,19925
,UNIENTER,EQ,        81.70,                  3588166.60,43822
,UNIINFO,SM,        18.70,                    37400.00,2000
,UNIONBANK,EQ,        36.95,                212740369.65,5749799
,UNIPLY,BZ,         4.40,                   873609.90,197803
,UNITECH,BZ,         1.80,                  4105844.45,2270217
,UNITEDPOLY,SM,        15.20,                   136800.00,9000
,UNITEDTEA,EQ,       309.95,                   550691.50,1774
,UNITY,BZ,          .95,                     7293.30,7310
,UNIVASTU,BE,        33.05,                   179166.00,5397
,UNIVCABLES,EQ,       147.55,                 12553886.25,84685
,UNIVPHOTO,EQ,       183.80,                   723866.55,3955
,URJA,BE,         7.15,                 12828676.45,1795336
,USHAMART,EQ,        31.70,                 53811478.20,1692524
,UTIAMC,EQ,       584.25,                 88832287.60,150374
,UTIBANKETF,EQ,        35.11,                   718024.28,20664
,UTINEXT50,EQ,       358.48,                  1361188.21,3803
,UTINIFTETF,EQ,      1555.21,                 21166017.62,13668
,UTISENSETF,EQ,       539.05,                   578133.42,1076
,UTISXN50,EQ,        40.47,                   431681.33,10662
,UTTAMSTL,BE,         7.25,                  1898723.80,261936
,UTTAMSUGAR,EQ,        98.90,                  4753606.20,47805
,V2RETAIL,EQ,       137.00,                  6034456.90,44588
,VADILALIND,EQ,       936.65,                 13151243.05,14160
,VAIBHAVGBL,EQ,      4360.95,                507975589.65,116416
,VAISHALI,BE,        36.00,                  1238159.85,34557
,VAKRANGEE,EQ,        52.60,                 87814545.25,1663388
,VALIANTORG,EQ,      1261.85,                 40420835.65,32120
,VARDHACRLC,EQ,        39.05,                  1234296.40,31750
,VARDMNPOLY,EQ,        20.20,                  1410485.40,70239
,VARROC,EQ,       396.80,                 16929989.35,42538
,VASA,SM,         6.20,                    24800.00,4000
,VASCONEQ,EQ,        19.80,                 17878650.35,900698
,VASWANI,EQ,        10.55,                   354431.80,33888
,VBL,EQ,       963.05,                261954180.80,268268
,VCL,SM,        32.50,                   195000.00,6000
,VEDL,EQ,       226.25,               5260564983.10,23620822
,VENKEYS,EQ,      1616.60,                101260445.75,62724
,VENUSREM,EQ,       242.10,                 13088359.00,54797
,VERA,SM,        34.00,                   357000.00,10500
,VERTOZ,EQ,       288.15,                 75143005.10,270340
,VESUVIUS,EQ,      1005.05,                 10530063.00,10436
,VETO,EQ,       142.20,                  6007964.75,42374
,VGUARD,EQ,       233.80,                208513210.45,895269
,VHL,EQ,      1846.40,                  1805604.00,993
,VICEROY,BE,         2.55,                   114417.95,45473
,VIDEOIND,BZ,         4.90,                  1940496.20,388750
,VIDHIING,EQ,       140.20,                 11632680.10,83711
,VIJIFIN,EQ,          .70,                   144126.80,205232
,VIKASECO,EQ,         2.40,                  2562213.20,1067588
,VIKASMCORP,EQ,         3.50,                 14319366.30,4051449
,VIKASPROP,EQ,         2.50,                  2543630.80,1017432
,VIKASWSP,EQ,         6.70,                   549205.70,81971
,VIMTALABS,EQ,       175.50,                 14597378.30,83207
,VINATIORGA,EQ,      1417.85,                 69077278.35,48521
,VINDHYATEL,EQ,       840.15,                 14543888.90,17289
,VINYLINDIA,EQ,       124.40,                  5662666.30,45324
,VIPCLOTHNG,BE,        15.90,                  1400121.65,87078
,VIPIND,EQ,       384.20,                135174167.45,351942
,VIPULLTD,BE,        34.70,                   579885.80,16819
,VISAKAIND,EQ,       509.30,                 46045173.85,91795
,VISASTEEL,EQ,         7.45,                   478569.85,64545
,VISESHINFO,BE,          .10,                  3200416.85,26820160
,VISHAL,EQ,        75.60,                 30693299.25,411623
,VISHNU,EQ,       200.70,                  5120827.45,26245
,VISHWARAJ,EQ,       120.20,                 15050455.65,120549
,VIVIDHA,BE,          .85,                   587371.40,700384
,VIVIMEDLAB,EQ,        19.35,                 20359024.20,1033551
,VLSFINANCE,EQ,        87.25,                  3482990.35,39846
,VMART,EQ,      2745.80,                 39685214.15,14408
,VOLTAMP,EQ,      1134.65,                 10173776.40,9030
,VOLTAS,EQ,      1058.80,               2152175277.65,2024792
,VRLLOG,EQ,       246.40,                 42609723.75,176201
,VSCL,SM,        14.00,                    84750.00,6000
,VSSL,EQ,       160.15,                  5344881.35,33511
,VSTIND,EQ,      3477.35,                 29580433.30,8553
,VSTTILLERS,EQ,      1858.65,                 13551835.00,7270
,VTL,EQ,      1232.55,                 61026338.40,49721
,WABAG,EQ,       252.70,                117893616.45,465963
,WABCOINDIA,EQ,      6261.30,                  8130187.10,1304
,WALCHANNAG,EQ,        69.05,                 48375087.80,701068
,WANBURY,BE,        85.95,                  2750106.10,31132
,WATERBASE,EQ,       113.15,                 11387403.55,100616
,WEALTH,EQ,       123.55,                   252036.05,2102
,WEBELSOLAR,EQ,        44.85,                 48159334.10,1074702
,WEIZMANIND,EQ,        46.15,                   636823.05,13686
,WELCORP,EQ,       130.30,                 93360728.85,720351
,WELENT,EQ,       119.45,                 52109284.75,430614
,WELINV,EQ,       384.40,                  2635041.20,6976
,WELSPUNIND,EQ,        83.75,                875824173.20,10378070
,WENDT,EQ,      3284.00,                  1592990.00,486
,WESTLIFE,EQ,       523.65,                 96690304.75,186589
,WFL,SM,        62.50,                   600000.00,9600
,WHEELS,EQ,       459.50,                  2411976.80,5245
,WHIRLPOOL,EQ,      2416.15,                122770356.65,50752
,WILLAMAGOR,EQ,        21.00,                   149830.95,7116
,WINDMACHIN,EQ,        27.80,                 16018834.90,592502
,WIPL,BE,        56.00,                   628996.55,11230
,WOCKPHARMA,EQ,       476.55,                198204765.40,416768
,WONDERLA,EQ,       213.45,                 19245200.45,89926
,WORTH,EQ,        54.60,                  1037496.05,18661
,WSI,EQ,         4.90,                   126352.85,26035
,WSTCSTPAPR,EQ,       236.40,                108809100.60,457742
,XCHANGING,EQ,        69.10,                  8377540.30,121056
,XELPMOC,EQ,       270.90,                  6064752.65,22461
,XPROINDIA,EQ,        56.90,                  2786755.70,49241
,YAARII,EQ,       145.25,                 33790488.70,229681
,YESBANK,EQ,        15.65,               1251030076.70,80253110
,ZEEL,EQ,       213.25,               4216100003.00,19824700
,ZEEL,P2,         2.00,                 19064798.25,9532383
,ZEELEARN,EQ,        11.40,                  5575938.05,488257
,ZEEMEDIA,EQ,         7.15,                 28420916.60,4097305
,ZENITHEXPO,EQ,        71.45,                    66302.65,938
,ZENITHSTL,BE,          .90,                     5735.70,6373
,ZENSARTECH,EQ,       291.00,                 74000017.50,257130
,ZENTEC,EQ,        86.90,                 22374841.70,257775
,ZICOM,BZ,         1.80,                    29174.40,16208
,ZODIAC,SM,        13.00,                    52000.00,4000
,ZODIACLOTH,EQ,       105.90,                  9253382.05,87210
,ZODJRDMKJ,EQ,        28.10,                    61704.00,2222
,ZOTA,EQ,       148.65,                  2520543.30,16945
,ZUARI,EQ,        96.00,                  7182049.55,75339
,ZUARIGLOB,BE,        83.20,                  2969114.20,36244
,ZYDUSWELL,EQ,      1869.95,                 77991427.80,41609
