,23-Apr-2021
The Nifty witnessed an intraday movement of about 187.85 points.The closing index was 0.45 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 65545.12
, Traded Quantity (in Lakhs), 25247.71
, Number of Trades, 19551105
, Total Market Capitalisation (Rs. Crores), 20103744.22

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     14406.15,     14326.35,     14461.15,     14273.30,     14341.35,-64.8
,NIFTY50 EQL Wgt,     15977.00,     15912.15,     16050.05,     15823.40,     15914.40,-62.6
,NIFTY100 EQL Wgt,     16876.20,     16828.65,     16968.65,     16753.60,     16855.40,-20.8
,NIFTY100 LowVol30,     11201.70,     11181.50,     11226.30,     11100.90,     11149.55,-52.15
,NIFTY Alpha 50,     24055.55,     24096.90,     24372.40,     23956.75,     24120.20,64.65
,NIFTY MIDCAP 150,      8863.70,      8866.90,      8966.50,      8840.40,      8892.85,29.15
,NIFTY SMLCAP 50,      4091.65,      4096.65,      4138.20,      4092.05,      4121.50,29.85
,NIFTY SMLCAP 250,      6987.25,      6997.40,      7071.00,      6982.65,      7015.95,28.7
,NIFTY MIDSML 400,      8191.95,      8197.55,      8286.75,      8175.45,      8220.85,28.9
,NIFTY200 QUALTY30,     12147.70,     12117.20,     12171.95,     12039.00,     12087.75,-59.95
,Nifty FinSrv25 50,     15059.80,     14927.60,     15238.70,     14927.30,     15116.80,57
,NIFTY AlphaLowVol,     14289.20,     14277.70,     14351.25,     14154.25,     14239.05,-50.15
,Nifty200Momentm30,     15978.05,     15977.55,     16094.65,     15788.25,     15907.95,-70.1
,Nifty100ESGSecLdr,      2477.25,      2467.90,      2484.15,      2454.65,      2465.35,-11.9
,Nifty IT,     25826.70,     25746.45,     25926.05,     25531.95,     25609.10,-217.6
,Nifty Next 50,     34242.85,     34196.80,     34483.20,     34078.80,     34284.85,42
,Nifty Bank,     31782.60,     31490.60,     32148.40,     31377.15,     31722.30,-60.3
,NIFTY MIDCAP 100,     23432.65,     23434.90,     23707.30,     23340.55,     23492.75,60.1
,Nifty 500,     12132.05,     12086.20,     12199.40,     12044.90,     12105.60,-26.45
,Nifty 100,     14564.25,     14492.20,     14625.10,     14439.90,     14510.95,-53.3
,Nifty Midcap 50,      6506.95,      6503.25,      6583.80,      6462.25,      6512.90,5.95
,Nifty Realty,       305.15,       304.25,       306.75,       299.50,       301.80,-3.35
,Nifty Infra,      3946.95,      3941.30,      3968.30,      3909.85,      3932.55,-14.4
,Nifty Energy,     17370.95,     17323.20,     17594.10,     17304.40,     17537.70,166.75
,Nifty FMCG,     34043.05,     33938.10,     34002.85,     33631.70,     33726.10,-316.95
,Nifty MNC,     15853.80,     15814.90,     15890.35,     15739.95,     15796.50,-57.3
,Nifty Pharma,     13378.95,     13373.10,     13476.55,     13169.00,     13319.75,-59.2
,Nifty PSE,      3011.65,      3002.00,      3058.45,      3000.65,      3042.35,30.7
,Nifty PSU Bank,      1961.25,      1941.65,      1998.60,      1940.65,      1967.20,5.95
,Nifty Serv Sector,     20112.10,     19959.40,     20245.40,     19935.45,     20062.05,-50.05
,India VIX,23.0250,23.0250,23.0525,20.2100,22.6900,-0.3350
,Nifty Auto,      9644.55,      9569.25,      9695.90,      9534.90,      9596.95,-47.6
,Nifty Metal,      4460.90,      4471.75,      4528.20,      4396.65,      4446.85,-14.05
,Nifty Media,      1506.55,      1503.80,      1530.05,      1497.65,      1513.65,7.1
,NIFTY SMLCAP 100,      8216.00,      8221.75,      8308.65,      8202.90,      8250.55,34.55
,Nifty 200,      7550.70,      7518.05,      7588.30,      7490.65,      7528.90,-21.8
,Nifty Div Opps 50,      3002.15,      2992.45,      3010.75,      2978.15,      2992.05,-10.1
,Nifty Commodities,      4483.25,      4482.30,      4520.35,      4443.35,      4480.25,-3
,Nifty Consumption,      5862.70,      5844.85,      5868.90,      5794.35,      5818.90,-43.8
,Nifty Fin Service,     15239.50,     15095.65,     15381.70,     15049.80,     15238.25,-1.25
,Nifty50 Div Point,         1.92,         1.92,         1.92,         1.92,         1.92,0
,Nifty100 Liq 15,      3510.50,      3487.05,      3534.85,      3480.10,      3502.55,-7.95
,Nifty CPSE,      1716.30,      1708.85,      1748.15,      1708.15,      1741.15,24.85
,Nifty GrowSect 15,      7219.45,      7193.25,      7215.80,      7119.65,      7159.95,-59.5
,Nifty50 PR 2x Lev,      6293.95,      6223.70,      6340.95,      6178.10,      6236.80,-57.15
,Nifty50 PR 1x Inv,       304.15,       305.90,       307.00,       303.05,       305.55,1.4
,Nifty50 TR 2x Lev,      8402.60,      8308.75,      8465.30,      8247.90,      8326.20,-76.4
,Nifty50 TR 1x Inv,       263.35,       264.85,       265.80,       262.40,       264.60,1.25
,Nifty50 Value 20,      7347.40,      7315.05,      7364.75,      7265.60,      7301.10,-46.3
,Nifty Mid Liq 15,      5502.25,      5481.80,      5572.60,      5470.30,      5519.00,16.75
,Nifty Pvt Bank,     16918.35,     16782.30,     17133.30,     16717.60,     16911.00,-7.35
,NIFTY100 Qualty30,      3259.70,      3248.35,      3268.35,      3232.20,      3246.35,-13.35
,Nifty GS 8 13Yr,      2243.19,      2243.57,      2243.79,      2241.52,      2243.39,.2
,Nifty GS 10Yr,      2041.07,      2041.40,      2041.71,      2037.05,      2040.09,-.98
,Nifty GS 10Yr Cln,       954.23,       954.23,       954.38,       952.15,       953.60,-.63
,Nifty GS 4 8Yr,      2399.07,      2399.44,      2402.46,      2398.56,      2401.02,1.95
,Nifty GS 11 15Yr,      2402.02,      2402.46,      2404.35,      2398.64,      2402.93,.91
,Nifty GS 15YrPlus,      2640.61,      2641.10,      2641.10,      2641.10,      2641.10,.49
,Nifty GS Compsite,      2289.48,      2289.86,      2291.41,      2287.76,      2290.56,1.08

,ADVANCES,1028
,DECLINES,864
,UNCHANGED,112

,Total securities that have hit their price bands today,283

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,TATASTEEL,EQ,       921.40,       925.60,0.46,2303.79
,HIMATSEIDE,EQ,       137.95,                  8630958.45,62039
,HINDCOMPOS,EQ,       245.35,                   930465.65,3764
,HINDCON,SM,        21.50,                    86000.00,4000
,HINDCOPPER,EQ,       138.30,                472340331.80,3386952
,HINDMOTORS,BE,         6.85,                  1119508.30,163937
,HINDNATGLS,BE,        30.00,                   948375.80,31907
,HINDOILEXP,EQ,        99.00,                 84095545.35,847783
,HIRECT,EQ,       120.75,                  1228509.85,10137
,HISARMETAL,EQ,       107.45,                  1973480.55,18244
,HITECH,EQ,       371.10,                 13134583.30,34897
,HITECHCORP,EQ,       135.25,                   362363.80,2652
,HITECHGEAR,EQ,       165.10,                   615250.20,3672
,HLEGLAS,EQ,      2239.10,                 16216628.20,7130
,HLVLTD,EQ,         5.70,                   624717.10,110255
,HMT,BZ,        26.60,                   261800.35,9940
,HMVL,EQ,        58.05,                  1003736.50,17298
,HNDFDS,EQ,      2020.20,                 14371420.75,7084
,HNGSNGBEES,EQ,       372.74,                   544721.58,1469
,HOMEFIRST,EQ,       468.85,                 40890166.75,86175
,HONAUT,EQ,     43119.45,                 64740713.45,1493
,HONDAPOWER,EQ,       929.00,                  4040165.10,4350
,HOVS,BE,        45.05,                   103705.10,2302
,HPL,BE,        46.15,                  4930773.00,106679
,HSCL,EQ,        44.45,                607858216.80,13618959
,HSIL,EQ,       154.40,                 51298956.00,335797
,HTMEDIA,EQ,        20.10,                  2080128.35,103000
,HUBTOWN,BE,        15.05,                    76790.05,5163
,HUDCO,EQ,        41.65,                 76165619.95,1821897
,HUDCO,NE,      1441.00,                   361157.56,251
,HUDCO,N2,      1208.00,                 23135676.18,19196
,HUDCO,N3,      1043.80,                  5908537.83,5660
,HUDCO,N5,      1179.88,                   594664.04,504
,HUDCO,ND,      1292.01,                   194215.20,150
,HUDCO,N6,      1239.99,                     1239.99,1
,HUHTAMAKI,EQ,       269.70,                  9602922.75,35179
,IBMFNIFTY,EQ,       151.15,                    47373.36,314
,IBREALEST,EQ,        79.55,                388171898.60,4874360
,IBUCCREDIT,NB,       899.00,                     9889.00,11
,IBUCCREDIT,N4,      1232.00,                   148018.50,120
,IBUCCREDIT,ND,       949.00,                    47450.00,50
,IBUCCREDIT,N9,       950.00,                     5700.00,6
,IBULHSGFIN,EQ,       177.10,               2514528367.55,14258664
,IBULHSGFIN,NA,       940.00,                   998298.00,1062
,IBULHSGFIN,NE,       960.00,                     2880.00,3
,IBULHSGFIN,N6,      1030.00,                    10300.00,10
,IBULHSGFIN,N8,       941.00,                    62144.00,68
,IBULHSGFIN,N7,      1450.55,                    14505.50,10
,ICEMAKE,EQ,        71.35,                  2129080.00,29696
,ICICI500,EQ,       198.34,                   601669.04,3025
,ICICIALPLV,EQ,       142.94,                   644621.11,4494
,ICICIB22,EQ,        34.51,                 35934544.37,1045387
,ICICIBANKN,EQ,       315.05,                 69563150.49,220211
,ICICIBANKP,EQ,       166.76,                  3209448.43,19239
,ICICIGOLD,EQ,        42.51,                 58834022.70,1386929
,ICICILIQ,EQ,      1000.00,                 41626999.55,41627
,ICICILOVOL,EQ,       116.83,                 30242972.25,257420
,ICICIM150,EQ,        89.57,                  1157895.74,12894
,ICICIMCAP,EQ,        84.03,                   514868.57,6101
,ICICINF100,EQ,       156.13,                   362719.72,2308
,ICICINIFTY,EQ,       152.84,                  9685360.01,63245
,ICICINV20,EQ,        76.44,                   796373.53,10352
,ICICINXT50,EQ,        34.75,                   853125.79,24395
,ICICISENSX,EQ,       514.76,                   753267.03,1455
,ICICITECH,EQ,       256.61,                134031768.01,521259
,ICIL,EQ,       126.35,                 20912450.15,161616
,ICRA,EQ,      3177.55,                  8950816.30,2793
,IDBI,EQ,        33.95,                304386311.85,8921710
,IDBIGOLD,EQ,      4355.55,                   457121.30,105
,IDEA,EQ,         8.45,                521290793.30,61571313
,IDFC,EQ,        46.05,                223048514.90,4818158
,IDFCFIRSTB,EQ,        51.10,               2233695050.55,43148063
,IDFCFIRSTB,NC,     10761.00,                   182501.40,17
,IDFCFIRSTB,NA,     11250.00,                   179629.09,16
,IDFCFIRSTB,NB,      5095.00,                     5095.00,1
,IDFNIFTYET,EQ,       150.20,                    39632.92,263
,IEX,EQ,       357.70,                478184737.45,1328822
,IFBAGRO,EQ,       400.30,                  4042627.70,10131
,IFBIND,EQ,       996.90,                 44288811.85,43626
,IFCI,EQ,        10.90,                 33597060.85,3129744
,IFCI,NL,      1067.50,                   235350.00,220
,IFCI,NH,      1100.00,                   534278.00,490
,IFGLEXPOR,EQ,       357.95,                 21790616.50,60055
,IGARASHI,EQ,       322.70,                 65714493.95,201053
,IGPL,EQ,       457.45,                 42959263.65,93542
,IIFCL,N4,      1415.00,                  2425964.56,1714
,IIFCL,N2,      1170.00,                   117000.00,100
,IIFCL,N1,      1285.00,                   102800.00,80
,IIFL,EQ,       245.50,                 35429338.20,142601
,IIFL,NF,      1004.64,                  2957647.11,2949
,IIFL,N3,      1225.00,                   612600.00,500
,IIFL,NG,      1000.00,                   149812.00,150
,IIFL,N5,      1036.60,                    96403.80,93
,IIFL,NC,      1005.00,                   150750.00,150
,IIFL,NE,      1002.00,                   551403.77,551
,IIFL,N4,      1021.00,                   690189.45,676
,IIFLSEC,EQ,        48.85,                 24065891.60,487533
,IIFLWAM,EQ,      1095.25,                 20754387.90,19028
,IITL,EQ,        53.20,                   255982.10,4677
,IL&FSENGG,BZ,         3.75,                   252747.25,67128
,IL&FSTRANS,BZ,         2.40,                   336175.45,137689
,IMAGICAA,BE,         5.35,                   232562.35,43741
,IMFA,EQ,       465.40,                 11423404.50,24259
,IMPAL,EQ,       648.75,                   614954.00,941
,INDBANK,EQ,        13.35,                  1966804.85,144409
,INDHOTEL,EQ,       104.35,                358835224.65,3494617
,INDIACEM,EQ,       166.50,                254540416.35,1535600
,INDIAGLYCO,EQ,       443.90,                100413626.95,221917
,INDIAMART,EQ,      8253.75,               1382240549.65,167833
,INDIANB,EQ,       107.20,                518070172.20,4900053
,INDIANCARD,EQ,       127.85,                   849297.80,6537
,INDIANHUME,EQ,       168.80,                  5351592.85,31707
,INDIGOPNTS,EQ,      2315.10,                 90444704.20,38883
,INDIGRID,IV,       129.07,                 34748198.10,268758
,INDLMETER,EQ,        13.50,                   103944.35,7602
,INDNIPPON,EQ,       352.80,                  3092427.65,8750
,INDOCO,EQ,       328.80,                 70622831.75,214590
,INDORAMA,EQ,        36.45,                   822101.25,22442
,INDOSOLAR,BZ,         1.75,                   248330.05,143461
,INDOSTAR,EQ,       310.30,                  4503348.20,14445
,INDOTECH,EQ,        88.00,                   568095.40,6396
,INDOTHAI,BE,        50.95,                    51959.80,1036
,INDOWIND,BE,         3.55,                    90712.70,25356
,INDRAMEDCO,EQ,        58.15,                 66994707.05,1118340
,INDSWFTLAB,EQ,        80.55,                 63575962.65,779938
,INDTERRAIN,BE,        28.55,                  1059489.60,37309
,INDUSTOWER,EQ,       252.25,               2277973304.00,8842278
,INEOSSTYRO,EQ,      1110.90,                 67184819.80,59464
,INFIBEAM,EQ,        40.45,                 20797675.00,510596
,INFOBEAN,EQ,       179.45,                 50406082.15,274875
,INFOMEDIA,BE,         3.70,                    19809.65,5177
,INFRABEES,EQ,       408.40,                   259769.53,634
,INGERRAND,EQ,       704.80,                463299185.80,638078
,INNOVANA,SM,       161.80,                   485400.00,3000
,INNOVATIVE,SM,         7.00,                    42150.00,6000
,INOXLEISUR,EQ,       271.40,                156687972.25,582517
,INOXWIND,EQ,        87.55,                385436387.85,4225085
,INSECTICID,EQ,       480.65,                 12725697.15,26535
,INSPIRISYS,EQ,        50.55,                  4055344.40,79690
,INTELLECT,EQ,       715.65,                131343590.45,182032
,INTENTECH,EQ,        41.50,                 15974802.05,376982
,INVENTURE,EQ,        25.25,                  2123853.40,84009
,IOB,EQ,        15.90,                189243809.50,11841464
,IOLCP,EQ,       606.65,                470268069.10,765236
,IPCALAB,EQ,      2101.35,                297045781.85,141023
,IRB,EQ,       104.25,                 97152475.50,922906
,IRBINVIT,IV,        53.29,                  9961400.00,190000
,IRCON,EQ,        87.80,                129456371.10,1466679
,IRCTC,EQ,      1712.00,               2776197737.95,1629474
,IREDA,N5,      1287.00,                   144024.00,112
,IREDA,N6,      1434.83,                     2884.39,2
,IRFC,EQ,        21.10,                330008272.80,15602661
,IRFC,NL,      1151.00,                    11511.00,10
,IRFC,N1,      1073.05,                   144805.50,135
,IRFC,NO,      1264.00,                   214880.00,170
,IRFC,NN,      1160.00,                   287680.00,248
,IRFC,NA,      1280.00,                   129283.79,101
,IRFC,N7,      1280.00,                     1280.00,1
,IRFC,N2,      1235.57,                  8974712.90,7294
,IRFC,NJ,      1255.59,                   251118.00,200
,IRFC,NE,      1290.00,                  1832661.30,1423
,IRISDOREME,EQ,        93.80,                 16312193.40,177244
,ISEC,EQ,       448.95,                662797970.40,1468086
,ISFT,EQ,        85.05,                  5047033.20,59603
,ISMTLTD,EQ,         9.85,                   398050.30,40193
,ITDC,EQ,       320.05,                 17212790.15,53257
,ITDCEM,EQ,        73.05,                 19860980.30,268894
,ITI,EQ,       106.55,                 76957751.15,720194
,IVC,EQ,         4.95,                  1846037.70,374488
,IVP,BE,       104.55,                   124068.55,1171
,IVZINGOLD,EQ,      4322.60,                  2255047.40,523
,IVZINNIFTY,EQ,      1559.55,                     1559.55,1
,IZMO,EQ,        66.25,                  5616154.60,84063
,J&KBANK,EQ,        22.60,                 63218086.55,2773296
,JAGRAN,EQ,        57.55,                 25197880.70,438044
,JAGSNPHARM,EQ,        97.85,                 91081904.60,900651
,JAIBALAJI,BE,        43.00,                  1169830.00,27204
,JAICORPLTD,EQ,        82.20,                 30941000.90,373876
,JAINSTUDIO,BZ,         1.70,                     2206.70,1262
,JAMNAAUTO,EQ,        66.00,                 92135666.55,1395091
,JASH,EQ,       320.35,                  5306861.05,16173
,JAYAGROGN,EQ,       140.90,                  6844812.10,48292
,JAYBARMARU,EQ,       202.35,                  3200215.10,15644
,JAYNECOIND,EQ,        12.20,                  5527838.70,455113
,JAYSREETEA,EQ,        69.15,                  2556415.30,36690
,JBCHEPHARM,EQ,      1303.95,                220408377.70,167256
,JBFIND,EQ,        19.90,                  1675659.60,84204
,JBMA,EQ,       342.50,                  4628208.10,13400
,JCHAC,EQ,      2365.00,                 81975396.25,34057
,JETAIRWAYS,BZ,        82.35,                  4043384.25,51437
,JHS,BE,        20.25,                   385461.70,19038
,JIKIND,BE,          .50,                     5259.25,10260
,JINDALPHOT,BE,        52.25,                   403904.20,7727
,JINDALPOLY,EQ,       764.45,                115163081.70,149087
,JINDALSAW,EQ,        72.55,                 69100928.10,943515
,JINDALSTEL,EQ,       437.05,               6688268969.00,15212228
,JINDRILL,EQ,        89.20,                  2298829.90,25667
,JINDWORLD,EQ,        44.90,                  7310075.25,158176
,JISLDVREQS,BE,        12.05,                   258598.90,21560
,JISLJALEQS,EQ,        17.35,                 18837286.05,1093239
,JITFINFRA,BE,         7.95,                    26204.95,3331
,JIYAECO,BE,         5.10,                    88895.00,17610
,JKCEMENT,EQ,      2804.45,                181800334.70,65020
,JKIL,EQ,       182.10,                 15968904.85,87272
,JKLAKSHMI,EQ,       393.70,                 55116663.30,138977
,JKPAPER,EQ,       131.80,                 59717667.00,454294
,JKTYRE,EQ,       111.00,                126721236.35,1147975
,JMA,EQ,        36.95,                   357498.70,9618
,JMCPROJECT,EQ,        81.70,                 18664955.90,226184
,JMFINANCIL,EQ,        80.05,                495984791.70,6204539
,JMTAUTOLTD,BE,         2.25,                   235096.70,103343
,JOCIL,EQ,       167.50,                 13310998.10,78488
,JPASSOCIAT,EQ,         7.10,                 46756539.20,6579657
,JPINFRATEC,EQ,         1.40,                  3555164.30,2528928
,JPPOWER,EQ,         2.95,                 36995492.05,12477094
,JSL,EQ,        78.05,                426014577.85,5383699
,JSLHISAR,EQ,       147.65,                116681576.50,777874
,JSWENERGY,EQ,       102.50,                643387089.35,6366157
,JSWHL,EQ,      3897.20,                  2599924.45,661
,JSWISPL,EQ,        36.25,                 37797577.05,1043571
,JTEKTINDIA,EQ,        80.50,                  6491158.15,80051
,JUBLFOOD,EQ,      2844.65,               1752559079.85,608794
,JUBLINDS,EQ,       257.50,                201951416.60,812080
,JUBLINGREA,EQ,       330.30,                133496686.90,400051
,JUBLPHARMA,EQ,       791.70,                347070431.65,432768
,JUMPNET,EQ,         7.55,                 12958190.65,1715811
,JUNIORBEES,EQ,       359.16,                 24034788.01,66991
,JUSTDIAL,EQ,       862.50,                642082752.80,738424
,JYOTHYLAB,EQ,       149.50,                244253141.15,1648357
,JYOTISTRUC,BZ,         6.10,                   253305.60,41236
,KABRAEXTRU,EQ,       164.70,                  9951066.70,59310
,KAJARIACER,EQ,       875.45,                173111497.40,198256
,KAKATCEM,EQ,       185.35,                  5043933.35,26911
,KALPATPOWR,EQ,       359.50,                 40549911.20,112550
,KALYANIFRG,BE,       171.00,                   202999.10,1229
,KALYANKJIL,EQ,        65.60,                120135398.70,1823091
,KAMATHOTEL,EQ,        29.70,                   552120.35,18571
,KAMDHENU,EQ,       145.15,                  9170273.20,62466
,KANANIIND,EQ,         4.10,                    73773.75,18055
,KANORICHEM,BE,       113.35,                  2174696.00,19220
,KANPRPLA,EQ,       132.70,                  1363894.40,10276
,KANSAINER,EQ,       549.90,                104040548.60,189659
,KAPSTON,BE,        98.00,                   226851.70,2455
,KARDA,EQ,       110.00,                 11432927.05,102329
,KARMAENG,BE,        13.20,                    51738.00,4073
,KARURVYSYA,EQ,        53.90,                 52151364.15,960852
,KAUSHALYA,EQ,         1.40,                      420.00,300
,KAYA,EQ,       280.65,                 57670243.30,197689
,KCP,EQ,        97.80,                 37329419.25,377604
,KCPSUGIND,EQ,        15.10,                  7589114.20,492364
,KDDL,EQ,       331.70,                  8250451.35,23932
,KDDL-RE,BE,       130.75,                  3858168.90,29917
,KEC,EQ,       408.00,                 57834695.15,140868
,KECL,EQ,        13.05,                   406807.75,31096
,KEERTI,EQ,        23.10,                  1295203.95,55002
,KEI,EQ,       513.25,                124853435.10,244903
,KELLTONTEC,EQ,        66.35,                 52314411.05,792357
,KENNAMET,EQ,      1021.45,                  4839351.60,4691
,KERNEX,BE,        40.10,                  1358322.50,33813
,KESORAMIND,EQ,        67.35,                 30843123.05,453795
,KEYFINSERV,EQ,        55.45,                    48409.95,870
,KHADIM,EQ,       134.10,                 14395545.75,105458
,KHAICHEM,EQ,        22.90,                  2897409.95,126282
,KHANDSE,EQ,        13.80,                    45776.50,3240
,KICL,EQ,      1427.90,                   379398.45,265
,KILITCH,EQ,       108.30,                  5446820.30,49233
,KINGFA,EQ,       577.50,                  1986653.00,3425
,KIOCL,EQ,       145.25,                  5818123.45,39858
,KIRIINDUS,EQ,       411.05,                 20903092.60,50458
,KIRLFER,EQ,       192.15,                 20493930.40,105486
,KIRLOSBROS,EQ,       231.30,                 17205329.35,73662
,KIRLOSENG,EQ,       165.95,                 19082883.50,114309
,KIRLOSIND,EQ,      1225.65,                  1029571.65,840
,KITEX,EQ,        97.00,                  5059246.60,52155
,KKCL,EQ,       851.20,                   333685.05,398
,KMSUGAR,EQ,        12.95,                 15733722.10,1202660
,KNRCON,EQ,       195.15,                105982475.90,537308
,KOKUYOCMLN,EQ,        53.90,                  2610718.60,48563
,KOLTEPATIL,EQ,       222.20,                 10899622.75,49065
,KOPRAN,EQ,       160.70,                695347521.60,4187116
,KOTAKBKETF,EQ,       320.26,                 86663939.95,270009
,KOTAKGOLD,EQ,       417.30,                 76773724.85,183820
,KOTAKIT,EQ,        25.39,                   291800.76,11256
,KOTAKNIFTY,EQ,       150.13,                 16435286.76,109359
,KOTAKNV20,EQ,        78.48,                   349044.02,4446
,KOTAKPSUBK,EQ,       193.93,                  3043256.75,15743
,KOTARISUG,EQ,        25.20,                  7563289.30,296447
,KOTHARIPET,EQ,        29.25,                 21521687.00,748713
,KOTHARIPRO,EQ,        63.45,                   162251.05,2551
,KPITTECH,EQ,       196.10,                250106871.25,1259231
,KPRMILL,EQ,      1217.95,                 61009816.55,50286
,KRBL,EQ,       179.10,                 55102113.55,307140
,KREBSBIO,EQ,       115.15,                  4330154.40,37135
,KRIDHANINF,EQ,         3.85,                   727618.75,190782
,KRISHANA,EQ,        87.90,                   354633.30,4061
,KSB,EQ,       858.70,                 12871590.50,14793
,KSCL,EQ,       580.15,                163945554.40,275214
,KSL,EQ,       341.65,                 23620150.25,67470
,KSOLVES,SM,       765.00,                   229500.00,300
,KTKBANK,EQ,        60.55,                 90224721.90,1498920
,KUANTUM,EQ,        61.35,                  2759361.55,45764
,L&TFH,EQ,        89.90,               1731135260.85,19121995
,L&TFINANCE,NY,      1060.00,                    18982.50,18
,L&TFINANCE,NI,      1170.00,                    39744.20,32
,L&TFINANCE,Y7,      1073.00,                    22549.30,21
,L&TFINANCE,Y3,      1027.72,                   567308.00,558
,L&TFINANCE,NU,      1130.00,                   534622.10,474
,L&TFINANCE,NK,      1039.00,                    51950.00,50
,L&TFINANCE,NC,      1110.00,                    41739.00,38
,L&TFINANCE,NO,      1080.25,                    87704.50,81
,L&TFINANCE,N8,      1025.36,                   102540.85,100
,L&TFINANCE,Y5,      1076.50,                    69915.00,65
,LAGNAM,SM,        19.05,                   171450.00,9000
,LALPATHLAB,EQ,      2884.75,               1935558505.15,674931
,LAMBODHARA,EQ,        51.80,                   859966.50,16493
,LAOPALA,EQ,       203.90,                  8080531.10,39347
,LASA,EQ,        72.50,                 66500684.30,877017
,LATTEYS,SM,        52.85,                   211300.00,4000
,LAURUSLABS,EQ,       463.35,               1864055118.20,4033100
,LAXMICOT,SM,         9.25,                    55500.00,6000
,LAXMIMACH,EQ,      6038.70,                 25840655.50,4279
,LCCINFOTEC,EQ,         2.50,                    66015.00,26406
,LEMONTREE,EQ,        32.00,                 92961811.45,2946168
,LFIC,EQ,        79.80,                     4153.50,52
,LGBBROSLTD,EQ,       293.35,                  8359593.65,28371
,LGBFORGE,BE,         3.80,                   130777.85,34488
,LIBAS,BE,        41.80,                  1060619.20,25216
,LIBERTSHOE,EQ,       121.30,                  6867534.25,56238
,LICHSGFIN,EQ,       391.60,                985253993.80,2519523
,LICNETFGSC,EQ,        21.78,                    48776.51,2234
,LICNETFN50,EQ,       160.82,                   262496.55,1611
,LICNETFSEN,EQ,       509.00,                    76401.46,149
,LICNFNHGP,EQ,       153.00,                    34578.68,225
,LIKHITHA,EQ,       372.55,                 29646795.85,79159
,LINCOLN,EQ,       258.70,                124705030.55,471755
,LINCPEN,EQ,       144.80,                   345192.90,2390
,LINDEINDIA,EQ,      1865.75,                159495809.60,85302
,LIQUIDBEES,EQ,      1000.00,                793469196.37,793467
,LIQUIDETF,EQ,       999.99,                 17521151.14,17521
,LODHA,EQ,       530.70,                607699124.40,1150419
,LOKESHMACH,BE,        49.15,                   696637.50,14050
,LOTUSEYE,EQ,        43.90,                   311749.85,7105
,LOVABLE,EQ,        84.50,                  2494440.75,29100
,LPDC,BE,         1.90,                    85940.00,44552
,LSIL,BE,         1.20,                  2385412.25,2059068
,LTTS,EQ,      2642.70,               1311401676.20,497800
,LUMAXIND,EQ,      1542.15,                  3184796.05,2061
,LUMAXTECH,EQ,       146.35,                  5970781.90,40329
,LUXIND,EQ,      1855.30,                 66129863.75,35170
,LXCHEM,EQ,       179.20,                308321072.20,1699072
,LYKALABS,BE,        32.45,                  2970213.40,91532
,LYPSAGEMS,EQ,         4.20,                    40992.45,9782
,M&MFIN,EQ,       178.90,               2697765464.55,15222760
,M&MFIN,N2,      1160.59,                    32496.60,28
,M100,EQ,        24.69,                  1003367.99,40654
,M17RG,MF,         7.70,                    38500.00,5000
,M50,EQ,       141.00,                   211754.25,1509
,MAANALU,EQ,       162.65,                  7787991.20,48098
,MACPOWER,BE,        87.00,                   260646.90,3010
,MADHAV,EQ,        46.35,                   430555.30,9346
,MADHUCON,BE,         5.05,                    14040.90,2839
,MADRASFERT,BE,        24.65,                  1062391.60,43679
,MAESGETF,EQ,        24.55,                  1565264.79,63743
,MAGADSUGAR,EQ,       127.80,                 19254376.00,152259
,MAGMA,EQ,       119.40,                 68623063.30,579448
,MAGNUM,BE,         4.30,                     8982.90,2103
,MAHABANK,EQ,        22.90,                192828040.45,8406193
,MAHAPEXLTD,BE,        65.95,                   123737.60,1894
,MAHASTEEL,EQ,        79.85,                   897478.00,11237
,MAHEPC,EQ,       143.85,                 10364631.80,72088
,MAHESHWARI,EQ,       117.70,                 50332342.75,423481
,MAHINDCIE,EQ,       156.50,                 23289744.15,150960
,MAHLIFE,EQ,       483.60,                  6763698.30,13952
,MAHLOG,EQ,       521.05,                 12665104.45,24139
,MAHSCOOTER,EQ,      3425.50,                 20234285.25,5877
,MAHSEAMLES,EQ,       269.05,                100158315.40,372325
,MAITHANALL,EQ,       720.45,                 54442889.30,75486
,MAJESCO,BE,        70.25,                 20390176.80,288505
,MALUPAPER,EQ,        24.85,                   208279.20,8371
,MAN50ETF,EQ,       146.62,                  3333144.03,22720
,MANAKALUCO,EQ,        10.05,                   198524.70,19694
,MANAKCOAT,EQ,        14.25,                  1841635.55,130243
,MANAKSIA,EQ,        54.30,                  2689457.30,49316
,MANAKSTEEL,EQ,        23.35,                   875398.55,38227
,MANALIPETC,EQ,        76.95,                289656638.60,3821653
,MANAPPURAM,EQ,       146.80,                609417296.35,4176250
,MANGALAM,EQ,       125.85,                 31608131.70,242947
,MANGCHEFER,EQ,        70.30,                 15523194.45,219589
,MANGLMCEM,EQ,       274.50,                  4970886.80,18095
,MANGTIMBER,EQ,        10.75,                    20429.50,1897
,MANINDS,EQ,        79.50,                 19275215.45,240974
,MANINFRA,EQ,        39.00,                 31864891.45,831979
